Month start date,case count estimate
2013-12-01,129400.0
2014-01-01,110050.0
2014-02-01,0.0
2014-03-01,0.0
2014-04-01,0.0
2014-05-01,0.0
2014-06-01,0.0
2014-07-01,378316.0
2014-08-01,223533.0
2014-09-01,113128.0
2014-10-01,244819.0
2014-11-01,169243.0
2014-12-01,148589.0
