Month start date,H7N9,HFMD,Dengue
2013-01-01,0.000166503849223,0.000657832017193,6.23164147645e-05
2013-02-01,0.000457859664896,0.00672651255124,0.00690371202031
2013-03-01,0.00372640446937,0.0207754682367,0.0058985049883
2013-04-01,0.618331964675,0.290700068718,0.0742357282596
2013-05-01,0.233427196888,0.368824362278,0.112450519558
2013-06-01,0.0443124339833,0.132821186362,0.0289276256019
2013-07-01,0.0381245989684,0.055497831332,0.178434397522
2013-08-01,0.0188504185594,0.042257147782,0.128179391805
2013-09-01,0.00958459355843,0.0244496351339,0.230271075534
2013-10-01,0.0128966347313,0.0294755646972,0.0800977671068
2013-11-01,0.00750121976073,0.0151623896723,0.0473196035631
2013-12-01,0.0126201708913,0.0126520012201,0.107219357627
