Month start date,H7N9,HFMD,Dengue
2013-01-01,0.0,3599.0,1.0
2013-02-01,1.0,10777.0,80.0
2013-03-01,1.0,74808.0,66.0
2013-04-01,151.0,857522.0,661.0
2013-05-01,62.0,755238.0,1121.0
2013-06-01,16.0,221641.0,339.0
2013-07-01,10.0,58594.0,1902.0
2013-08-01,6.0,20993.0,1363.0
2013-09-01,3.0,22839.0,2505.0
2013-10-01,1.0,31910.0,856.0
2013-11-01,2.0,17310.0,493.0
2013-12-01,3.0,18550.0,1222.0
2014-01-01,104.0,93008.0,2442.0
2014-02-01,49.0,420544.0,5393.0
2014-03-01,16.0,461246.0,965.0
2014-04-01,6.0,433930.0,432.0
2014-05-01,4.0,502459.0,745.0
2014-06-01,1.0,253178.0,1089.0
2014-07-01,0.0,1855.0,22.0
2014-08-01,2.0,30468.0,1683.0
2014-09-01,2.0,64717.0,11362.0
2014-10-01,0.0,88372.0,14433.0
2014-11-01,5.0,70722.0,1496.0
2014-12-01,8.0,54204.0,1163.0
