Month start date,H7N9,HFMD,Dengue
2013-01-01,2.01809656281e-08,0.000846044164888,2.25605199785e-05
2013-02-01,0.000444001424784,0.00252786032411,0.00356028989866
2013-03-01,0.000914217923919,0.017593710469,0.00279578058378
2013-04-01,0.362325040875,0.201395068086,0.0310751300452
2013-05-01,0.13112584435,0.177265538041,0.0487263009918
2013-06-01,0.0243443190182,0.0519954110672,0.0140535550049
2013-07-01,0.0254522540311,0.0137265403783,0.0881659874126
2013-08-01,0.0121832691307,0.004904558609,0.0661451210682
2013-09-01,0.00640344057477,0.00534767184856,0.11872387444
2013-10-01,0.00927317388708,0.00749274275822,0.0383604541047
2013-11-01,0.00477685474514,0.00406868590711,0.0245917912474
2013-12-01,0.00803809879064,0.00430031328233,0.0532459001769
2014-01-01,0.229762331954,0.0218435692666,0.108515426529
2014-02-01,0.136094398087,0.0987639993512,0.254814027679
2014-03-01,0.0277569203059,0.108351358534,0.0425427697685
2014-04-01,0.00772529382341,0.10168451843,0.0189928847942
2014-05-01,0.00873232400825,0.118049496027,0.0370712815345
2014-06-01,0.00464819688965,0.0598429134553,0.0485968642004
