Month start date,H7N9,HFMD,Dengue
2013-01-01,1.95839591953e-08,0.000798452883199,9.51386882156e-06
2013-02-01,0.000430866686257,0.00238566430439,0.00150138964416
2013-03-01,0.000887172935508,0.016604037275,0.00117899276051
2013-04-01,0.351606506185,0.190066286665,0.0131045167019
2013-05-01,0.127246794456,0.167294079688,0.0205480918098
2013-06-01,0.0236241495613,0.0490705894594,0.00592644491
2013-07-01,0.0246993089211,0.0129544014323,0.0371799781019
2013-08-01,0.0118228557502,0.00462866966607,0.0278936835511
2013-09-01,0.00621400983664,0.00504685710638,0.0500663711868
2013-10-01,0.00899884883422,0.0070712644879,0.0161767693579
2013-11-01,0.0046355427255,0.00383981608548,0.0103704646984
2013-12-01,0.00780031053146,0.00405841406564,0.0224540263279
2014-01-01,0.222965353419,0.0206148349981,0.0457614245639
2014-02-01,0.13206836521,0.0932083729325,0.107456177231
2014-03-01,0.0269357970612,0.102256428459,0.0179404699568
2014-04-01,0.00749675916394,0.0959646083346,0.00800938163871
2014-05-01,0.00847399872778,0.111409030846,0.015633119711
2014-06-01,0.00444753671722,0.0561132461247,0.0206460751764
2014-07-01,0.000321196514763,0.000408778222906,0.000550002762006
2014-08-01,0.00177628468298,0.00674811964766,0.0333143762518
2014-09-01,0.00378168210458,0.0143040063533,0.226414305792
2014-10-01,0.00570286850164,0.0196168876973,0.288229167102
2014-11-01,0.0180637718903,0.0155371532647,0.0296352568955
