Month start date,H7N9,HFMD,Dengue
2013-01-01,0.0,3298.0,0.0
2013-02-01,0.0,9850.0,11.0
2013-03-01,0.0,69100.0,15.0
2013-04-01,161.0,789504.0,96.0
2013-05-01,51.0,695099.0,198.0
2013-06-01,10.0,204132.0,64.0
2013-07-01,15.0,54215.0,312.0
2013-08-01,6.0,19243.0,221.0
2013-09-01,4.0,21035.0,391.0
2013-10-01,7.0,29392.0,131.0
2013-11-01,4.0,15859.0,94.0
2013-12-01,4.0,16914.0,211.0
2014-01-01,103.0,85247.0,366.0
2014-02-01,55.0,387228.0,930.0
2014-03-01,12.0,424030.0,137.0
2014-04-01,3.0,398281.0,69.0
2014-05-01,1.0,463172.0,118.0
2014-06-01,3.0,233198.0,181.0
2014-07-01,0.0,1737.0,7.0
2014-08-01,0.0,28002.0,245.0
2014-09-01,2.0,60793.0,1922.0
