Month start date,H7N9,HFMD,Dengue
2013-01-01,2.00605644525e-08,0.000827285819608,1.39496546931e-05
2013-02-01,0.000441352478519,0.00247181304106,0.00220140381254
2013-03-01,0.000908763630262,0.0172036257554,0.00172869126148
2013-04-01,0.360163382128,0.196929771377,0.019214421214
2013-05-01,0.130343537591,0.17333523711,0.0301285198194
2013-06-01,0.0241990789596,0.0508425777823,0.0086896152977
2013-07-01,0.025300403948,0.0134221978929,0.05451492613
2013-08-01,0.0121105828205,0.00479581558157,0.0408989508847
2013-09-01,0.00636523716134,0.00522910419081,0.0734095248621
2013-10-01,0.00921784942648,0.0073266149583,0.0237190937594
2013-11-01,0.00474835566647,0.00397847570503,0.0152056334035
2013-12-01,0.00799014288199,0.00420496747805,0.0329230851947
2014-01-01,0.228391552409,0.0213592574168,0.0670974219744
2014-02-01,0.135282448559,0.0965742209946,0.157556993388
2014-03-01,0.0275913204085,0.105949010904,0.0263051094799
2014-04-01,0.00767920413298,0.0994299868282,0.0117437091325
2014-05-01,0.00868022629915,0.115432122965,0.0229219706341
2014-06-01,0.00455577424772,0.0581395518608,0.0302721873594
2014-07-01,0.000329013317585,0.000423539615538,0.000806438343237
2014-08-01,0.0018195132564,0.00699180103297,0.048847009954
2014-09-01,0.00388224061841,0.0151330216903,0.331801344441
