Month start date,H7N9,HFMD,Dengue
2013-01-01,2.18755922576e-08,0.000751879515369,5.95815122761e-05
2013-02-01,0.000516776214055,0.00203907486339,0.00405723921942
2013-03-01,0.00114697110976,0.0153518738956,0.00351368157679
2013-04-01,0.344534197924,0.433516832093,0.0353662876001
2013-05-01,0.125777427106,0.262426175479,0.0580432107813
2013-06-01,0.0229682286466,0.0743335975589,0.0168908921804
2013-07-01,0.0257890936521,0.0210678203687,0.0975341339537
2013-08-01,0.0128866650486,0.00919614313201,0.0730664006503
2013-09-01,0.00700730929848,0.00582143386227,0.129598801216
2013-10-01,0.00985161894152,0.00792404538673,0.0427981667804
2013-11-01,0.00566767330685,0.00319435437045,0.025800080171
2013-12-01,0.00904187341784,0.00434249030065,0.0572848896829
2014-01-01,0.249426667419,0.0238795793265,0.11082958926
2014-02-01,0.151626073652,0.0591202004983,0.289122970363
2014-03-01,0.0337594023883,0.0770344993492,0.0560340750523
