Month start date,H7N9,HFMD,Dengue
2013-01-01,2.01369028922e-08,0.000840047934797,2.08833903811e-05
2013-02-01,0.000443032000532,0.00250994443654,0.00329562101824
2013-03-01,0.00091222183792,0.0174690172904,0.00258794466646
2013-04-01,0.361533947283,0.199967706232,0.028765031679
2013-05-01,0.130839546679,0.176009191153,0.0451040298011
2013-06-01,0.0242911660958,0.0516269002242,0.0130088258467
2013-07-01,0.0253966820646,0.0136292552745,0.081611803949
2013-08-01,0.0121566684129,0.00486979817552,0.0612279498163
2013-09-01,0.0063894594246,0.00530977090652,0.10989804401
2013-10-01,0.00925292701588,0.00743963889975,0.0355087710313
2013-11-01,0.00476642505149,0.00403984961478,0.0227636586958
2013-12-01,0.00802054855887,0.00426983536052,0.0492876458808
2014-01-01,0.229260673255,0.0216887557559,0.100448483313
2014-02-01,0.135797252171,0.0980640221049,0.235871372631
2014-03-01,0.0276963163749,0.107583432103,0.0393801769558
2014-04-01,0.00770842656404,0.100963842377,0.0175809701195
2014-05-01,0.00871325801836,0.117212835284,0.0343154344381
2014-06-01,0.00457311078372,0.0590364409894,0.045319107908
2014-07-01,0.000330265344335,0.00043007334455,0.00120728198014
2014-08-01,0.00191805292685,0.00703964253899,0.0727969628697
