Month start date,case count estimate
2013-12-01,0.0
2014-01-01,0.0
2014-02-01,0.0
2014-03-01,0.0
2014-04-01,0.0
2014-05-01,0.0
2014-06-01,0.0
2014-07-01,418558.0
2014-08-01,213265.0
2014-09-01,109261.0
2014-10-01,247455.0
2014-11-01,165385.0
2014-12-01,145392.0
