Epi week start date,ADD,Dengue,Malaria
2013-01-07,0.000105538683097,0.00137643158367,0.00253557255318
2013-01-14,0.000969228504848,0.000741225271022,0.00842661679113
2013-01-21,0.00240168967263,0.00520279341939,0.0060217284788
2013-01-28,2.10656054086e-07,1.5123959825e-07,1.86425450568e-07
2013-02-04,2.10656054086e-07,1.5123959825e-07,1.86425450568e-07
2013-02-11,0.000379391553408,0.00310056300372,0.0125466192487
2013-02-18,2.10656054086e-07,1.5123959825e-07,1.86425450568e-07
2013-02-25,0.000126604288506,0.000786597150497,0.00389647834233
2013-03-04,2.10656054086e-07,0.000287506476273,0.00283385327409
2013-03-11,2.10656054086e-07,1.5123959825e-07,1.86425450568e-07
2013-03-18,0.00248595209427,0.000302630436098,0.000466250051871
2013-03-25,2.10656054086e-07,1.5123959825e-07,1.86425450568e-07
2013-04-01,0.000969228504848,0.000786597150497,0.00494046086551
2013-04-08,0.00172759029956,0.00353915783864,0.00272199800375
2013-04-15,2.10656054086e-07,0.00170915869982,0.00329991690051
2013-04-22,0.0067412043868,0.00346353803952,0.00466082268966
2013-04-29,0.00471890626757,0.000514365873647,0.000149326785905
2013-05-06,0.0042975941594,0.00423485999059,0.00233050455755
2013-05-13,8.44730776884e-05,0.000393374195048,0.000857743498064
2013-05-20,0.00606710501372,0.00362990159759,0.00283385327409
2013-05-27,0.00242275527804,0.00134618366402,0.00186444093113
2013-06-03,0.00370775720796,0.00314593488319,0.00292706599937
2013-06-10,0.00288619859703,0.00775874262981,0.0102908712968
2013-06-17,0.00233849285641,0.00612535496871,0.00885539532744
2013-06-24,0.0262690206005,0.00514229758009,0.00980616512534
2013-07-01,0.00912161779797,0.00692692483944,0.012304266163
2013-07-08,0.00393947886746,0.00978535324636,0.0170581151524
2013-07-15,0.137516482763,0.0208409678784,0.0122669810728
2013-07-22,0.0670520326715,0.0176649363152,0.009694309855
2013-07-29,0.0722552372075,0.0193739437754,0.0160700602644
2013-08-05,0.0376655131266,0.0159408048951,0.00822154879551
2013-08-12,0.0215292593836,0.0110103939922,0.0098248076704
2013-08-19,0.0209394224322,0.0227465868164,0.0174309660536
2013-08-26,0.0183483529669,0.0181489030296,0.0173377533283
2013-09-02,0.038824121424,0.0368269934134,0.0193884332845
2013-09-09,0.0480929878038,0.0670144172241,0.0140939504884
2013-09-16,0.0461549521062,0.0578492975701,0.0184003783965
2013-09-23,0.0590471026163,0.0648516909691,0.0114280665453
2013-09-30,0.0123446554255,0.0441318660089,0.0103095138419
2013-10-07,0.00374988841878,0.0365245142169,0.0107755774683
2013-10-14,0.00328644509979,0.0240169994417,0.018568161302
2013-10-21,0.00267554254294,0.0298397239743,0.02445920554
2013-10-28,0.00351816675929,0.029431377059,0.0237507888278
2013-11-04,0.00830005918703,0.0229734462137,0.00919096113846
2013-11-11,0.00122201576975,0.0128706410507,0.00598444338869
2013-11-18,0.011754818474,0.0132336160865,0.0139820952181
2013-11-25,0.00958506111695,0.00874180001843,0.0203764881726
2013-12-02,0.00813153434376,0.00474907462464,0.000615390412326
2013-12-09,0.00653054833271,0.00341816616004,0.00613358374915
2013-12-16,0.0161575300044,0.00234436501247,0.00124923694426
2013-12-23,0.000463653975043,0.000862216949622,0.00320670417522
2013-12-30,0.00741530375987,0.000181638757498,0.00169665802562
2014-01-06,0.0274486945034,0.00223849729369,0.0103840840221
2014-01-13,0.00524554640279,0.00143692742297,0.00167801548056
2014-01-20,0.0062566954624,0.00431047978972,0.00180851329596
2014-01-27,0.00640415470026,1.5123959825e-07,5.6114060621e-05
2014-02-03,0.00393947886746,0.000695853391547,0.00773684262403
2014-02-10,2.10656054086e-07,0.0013310597042,1.86425450568e-07
2014-02-17,0.00179078711578,0.000468993994172,0.00214407910699
2014-02-24,0.00391841326205,0.00189064621772,0.00633865174477
2014-03-03,0.00499275913789,0.000665605471897,0.00501503104574
2014-03-10,0.00294939541325,0.000559737753122,0.000130684240848
2014-03-17,0.00153799985088,0.00105882842735,0.000279824601303
2014-03-24,2.10656054086e-07,1.5123959825e-07,1.86425450568e-07
2014-03-31,0.00136947500761,0.00385676099497,0.0127330446993
2014-04-07,0.000758572450763,0.00329717448144,0.0104027265672
2014-04-14,0.00334964191602,0.00155791910157,0.0038219081621
2014-04-21,0.00111668774271,0.00707816443769,0.0102163011166
2014-04-28,0.000547916396677,0.000121142918198,0.000373037326587
2014-05-05,0.000379391553408,0.000695853391547,0.00466082268966
2014-05-12,0.00210677119691,0.0018150264186,0.00973159494511
2014-05-19,0.00195931195905,0.00293419944564,0.0093028164088
2014-05-26,0.000674310029128,0.00335767032074,0.00247964491801
2014-06-02,0.00147480303465,0.00104370446752,0.00324398926534
2014-06-09,0.00107455653189,0.000574861712947,0.0109806454639
2014-06-16,0.0020857055915,0.00319130676267,0.00967566730994
2014-06-23,0.00151693424547,0.00653370188399,0.0376208423501
2014-06-30,0.0079840751059,0.00671518940189,0.0203578456275
2014-07-07,0.00162226227251,0.00524816529886,0.0123788363432
2014-07-14,0.00610923622454,0.00670006544206,0.0187359442076
2014-07-21,0.00672013878139,0.00842419686211,0.0110925007343
2014-07-28,0.00316005146734,0.00193601809719,0.00920960368352
2014-08-04,0.000590047607494,0.00225362125352,0.0115212792706
2014-08-11,0.00589858017045,0.00558089241501,0.0100858033012
2014-08-18,0.00929014264123,0.00777386658963,0.0134414614114
2014-08-25,0.0127659675336,0.00907452713458,0.0127703297894
2014-09-01,0.00631989227863,0.0100575845232,0.00734534917784
2014-09-08,0.0106804725982,0.0132638640061,0.0174309660536
2014-09-15,0.00562472730014,0.0186177457841,0.0166479791612
2014-09-22,0.0139667070419,0.0166970028864,0.0178597445899
2014-09-29,0.00349710115388,0.0100122126437,0.00503367359079
2014-10-06,0.00265447693753,0.0133394838052,0.0177665318646
2014-10-13,0.00547726806228,0.0151241110646,0.0245710608103
2014-10-20,0.00912161779797,0.014564524551,0.013963452673
2014-10-27,0.00907948658715,0.0193436958557,0.0367819278226
2014-11-03,0.0135032637229,0.0366606298553,0.0473522508698
2014-11-10,0.0104276853333,0.0278887331568,0.0248693415313
2014-11-17,0.00714145088956,0.021219066874,0.0304621050483
2014-11-24,0.00749956618151,0.0146401443502,0.0210476197946
2014-12-01,0.0136453686105,0.00826160967677,0.0123740769502
