Epi week start date,ADD,Dengue,Malaria
2013-01-07,1.0,22.0,16.0
2013-01-14,31.0,43.0,42.0
2013-01-21,65.0,99.0,30.0
2013-01-28,0.0,0.0,0.0
2013-02-04,0.0,0.0,0.0
2013-02-11,26.0,140.0,47.0
2013-02-18,0.0,0.0,0.0
2013-02-25,5.0,35.0,11.0
2013-03-04,0.0,21.0,16.0
2013-03-11,0.0,0.0,0.0
2013-03-18,81.0,2.0,5.0
2013-03-25,0.0,0.0,0.0
2013-04-01,54.0,19.0,19.0
2013-04-08,39.0,71.0,26.0
2013-04-15,0.0,64.0,8.0
2013-04-22,135.0,48.0,62.0
2013-04-29,147.0,2.0,1.0
2013-05-06,128.0,58.0,52.0
2013-05-13,0.0,9.0,27.0
2013-05-20,203.0,77.0,30.0
2013-05-27,81.0,18.0,35.0
2013-06-03,95.0,46.0,85.0
2013-06-10,96.0,154.0,125.0
2013-06-17,54.0,118.0,141.0
2013-06-24,744.0,90.0,93.0
2013-07-01,322.0,189.0,62.0
2013-07-08,187.0,296.0,80.0
2013-07-15,4679.0,360.0,144.0
2013-07-22,2260.0,330.0,91.0
2013-07-29,2344.0,465.0,103.0
2013-08-05,1044.0,251.0,79.0
2013-08-12,709.0,245.0,61.0
2013-08-19,604.0,438.0,164.0
2013-08-26,583.0,417.0,86.0
2013-09-02,1276.0,788.0,92.0
2013-09-09,1497.0,1291.0,117.0
2013-09-16,1419.0,1029.0,208.0
2013-09-23,2027.0,1197.0,122.0
2013-09-30,404.0,901.0,82.0
2013-10-07,88.0,716.0,64.0
2013-10-14,84.0,518.0,83.0
2013-10-21,103.0,749.0,90.0
2013-10-28,107.0,753.0,80.0
2013-11-04,328.0,516.0,51.0
2013-11-11,49.0,302.0,29.0
2013-11-18,357.0,309.0,81.0
2013-11-25,290.0,228.0,106.0
2013-12-02,291.0,83.0,10.0
2013-12-09,228.0,87.0,28.0
2013-12-16,414.0,25.0,36.0
2013-12-23,17.0,28.0,40.0
2013-12-30,249.0,4.0,5.0
2014-01-06,832.0,36.0,86.0
2014-01-13,166.0,28.0,18.0
