Epi week start date,ADD,Dengue,Malaria
2013-01-07,9.33138300402e-05,0.00206581179429,0.00229034320038
2013-01-14,0.00134514000707,0.0037046953362,0.0114656232865
2013-01-21,0.00195634239852,0.00893390161457,0.0101530406553
2013-01-28,2.86399484375e-07,2.09325569859e-07,3.54976303675e-07
2013-02-04,2.86399484375e-07,2.09325569859e-07,3.54976303675e-07
2013-02-11,0.000121257505648,0.00975509800748,0.0151141603249
2013-02-18,2.86399484375e-07,2.09325569859e-07,3.54976303675e-07
2013-02-25,0.00021526148091,0.00308320211489,0.0039858762073
2013-03-04,2.86399484375e-07,0.00155421025924,0.00343430510458
2013-03-11,2.86399484375e-07,2.09325569859e-07,3.54976303675e-07
2013-03-18,0.00322904186157,0.000303592523911,0.00126948639888
2013-03-25,2.86399484375e-07,2.09325569859e-07,3.54976303675e-07
2013-04-01,0.00260036859379,0.00264285653088,0.00518337310678
2013-04-08,0.00158895065578,0.00599127887935,0.00426851300133
2013-04-15,2.86399484374e-07,0.00422363669443,0.00313376158245
2013-04-22,0.00627944301428,0.00349675995206,0.0128399676696
2013-04-29,0.00605746199754,2.61716082106e-05,0.00188952338561
2013-05-06,0.00569304039738,0.00509192125417,0.00551096952401
2013-05-13,0.000114794594862,0.000533890590899,0.00166909227464
2013-05-20,0.00715394736239,0.0054228395535,0.00629346062372
2013-05-27,0.00363081646133,0.00135494936478,0.00423332394129
2013-06-03,0.00464694015484,0.00421263194141,0.00610584596926
2013-06-10,0.00332920598867,0.0124589344785,0.018859325258
2013-06-17,0.00195475993258,0.00920562385263,0.0230115192739
2013-06-24,0.0324633051564,0.00673879064848,0.0263562678804
2013-07-01,0.010761213508,0.01275823788,0.0222559763144
2013-07-08,0.00510289831352,0.0207003135645,0.0199142854565
2013-07-15,0.179625752616,0.0199517881971,0.0479122494759
2013-07-22,0.0887301391381,0.0199095291837,0.0307206656227
2013-07-29,0.0918317034604,0.0284185861685,0.0358039860834
2013-08-05,0.041681442798,0.0177539225063,0.0347780963434
2013-08-12,0.0265797150192,0.0161653565203,0.0226883190861
2013-08-19,0.0224576714603,0.0326256404047,0.0386718376682
2013-08-26,0.0237264640177,0.0300421257899,0.0235293745508
2013-09-02,0.04823524523,0.0528398150573,0.0393748667653
2013-09-09,0.0526400732587,0.0836625381797,0.0580446602954
2013-09-16,0.0540793447436,0.0741631793729,0.0557857684277
2013-09-23,0.0713429865093,0.0822120765322,0.0459269015454
2013-09-30,0.0136245223124,0.0603394582088,0.0247976053134
2013-10-07,0.0027147064465,0.0516307724897,0.0216476121876
2013-10-14,0.00315033798389,0.0410762241804,0.0237060029084
2013-10-21,0.00350361412481,0.0539266747677,0.0253412742837
2013-10-28,0.00461105803555,0.0494684644398,0.0289572577295
2013-11-04,0.0103493703107,0.0315872629917,0.0190071312996
2013-11-11,0.000866438470935,0.0198243582483,0.00896545656577
2013-11-18,0.0131891796724,0.0228580793472,0.0210589815409
2013-11-25,0.0103238913401,0.0165329811607,0.0301465074642
2013-12-02,0.00987464133771,0.00561458655362,0.00426094857729
2013-12-09,0.00821160315011,0.00649900437585,0.00950692724025
2013-12-16,0.0207999637027,0.00161152360964,0.010355672079
2013-12-23,0.000315738205175,0.00166923581935,0.00457927496157
2013-12-30,0.00988030001677,0.000271746876592,0.00344210408049
2014-01-06,0.034127004294,0.00246018040282,0.0248234935431
2014-01-13,0.00655116864139,0.00111468820822,0.00472164054894
2014-01-20,0.0074551248372,0.00585739350746,0.00493500069412
2014-01-27,0.00743941123402,2.09325569858e-07,0.00167778150747
2014-02-03,0.00509938544266,0.00143982869723,0.0117996717406
2014-02-10,2.86399484375e-07,0.00163289177932,0.000355272817745
2014-02-17,0.00176913536692,0.000857950179399,0.00458776094499
2014-02-24,0.00436855672882,0.00511408538573,0.00902590868939
2014-03-03,0.00531266088355,0.00247629691556,0.00937881069373
2014-03-10,0.00379483281374,0.000178196988826,0.00152675805817
2014-03-17,0.00194726722232,0.00137115754021,0.000869874530111
2014-03-24,2.86399484375e-07,2.09325569859e-07,3.54976303675e-07
2014-03-31,0.00176158122006,0.0106441152113,0.0153702752851
2014-04-07,0.000866782772225,0.0066039934183,0.0129149719169
2014-04-14,0.0062215697368,0.00254851658098,0.00457916013945
2014-04-21,0.00187624596442,0.0126330775709,0.0141897046476
2014-04-28,0.000723288670719,0.000151882908136,0.000994261849282
