Epi week start date,ADD,Dengue,Malaria
2013-01-07,6.0,18.0,11.0
2013-01-14,29.0,48.0,36.0
2013-01-21,78.0,100.0,28.0
2013-01-28,0.0,0.0,0.0
2013-02-04,0.0,0.0,0.0
2013-02-11,13.0,146.0,26.0
2013-02-18,0.0,0.0,0.0
2013-02-25,3.0,41.0,9.0
2013-03-04,0.0,19.0,11.0
2013-03-11,0.0,0.0,0.0
2013-03-18,95.0,6.0,4.0
2013-03-25,0.0,0.0,0.0
2013-04-01,68.0,21.0,29.0
2013-04-08,58.0,50.0,21.0
2013-04-15,0.0,57.0,8.0
2013-04-22,77.0,63.0,73.0
2013-04-29,109.0,0.0,0.0
2013-05-06,124.0,70.0,58.0
2013-05-13,3.0,45.0,42.0
2013-05-20,195.0,55.0,20.0
2013-05-27,87.0,46.0,46.0
2013-06-03,106.0,105.0,78.0
2013-06-10,95.0,189.0,116.0
2013-06-17,68.0,149.0,139.0
2013-06-24,880.0,74.0,100.0
2013-07-01,277.0,186.0,53.0
2013-07-08,154.0,233.0,50.0
2013-07-15,4958.0,334.0,125.0
2013-07-22,2337.0,323.0,127.0
2013-07-29,2270.0,459.0,102.0
2013-08-05,930.0,135.0,70.0
2013-08-12,701.0,199.0,99.0
2013-08-19,540.0,493.0,126.0
2013-08-26,492.0,451.0,80.0
2013-09-02,1365.0,662.0,88.0
2013-09-09,1705.0,917.0,173.0
