Epi week start date,ADD,Dengue,Malaria
2013-01-07,7.0,42.0,11.0
2013-01-14,11.0,25.0,57.0
2013-01-21,61.0,91.0,23.0
2013-01-28,0.0,0.0,0.0
2013-02-04,0.0,0.0,0.0
2013-02-11,14.0,113.0,37.0
2013-02-18,0.0,0.0,0.0
2013-02-25,7.0,35.0,14.0
2013-03-04,0.0,15.0,10.0
2013-03-11,0.0,0.0,0.0
2013-03-18,87.0,3.0,9.0
2013-03-25,0.0,0.0,0.0
2013-04-01,66.0,26.0,16.0
2013-04-08,39.0,33.0,30.0
2013-04-15,0.0,41.0,3.0
2013-04-22,82.0,122.0,49.0
2013-04-29,74.0,0.0,2.0
2013-05-06,113.0,97.0,19.0
2013-05-13,1.0,60.0,10.0
2013-05-20,207.0,73.0,18.0
2013-05-27,73.0,96.0,21.0
2013-06-03,80.0,202.0,32.0
2013-06-10,107.0,317.0,66.0
2013-06-17,31.0,242.0,86.0
2013-06-24,908.0,76.0,76.0
2013-07-01,350.0,136.0,63.0
2013-07-08,333.0,176.0,60.0
2013-07-15,4592.0,114.0,195.0
2013-07-22,2169.0,192.0,183.0
2013-07-29,2665.0,163.0,124.0
2013-08-05,1004.0,59.0,91.0
2013-08-12,678.0,178.0,99.0
