Epi week start date,ADD,Dengue,Malaria
2013-01-07,7.0,28.0,22.0
2013-01-14,39.0,13.0,43.0
2013-01-21,86.0,85.0,41.0
2013-01-28,0.0,0.0,0.0
2013-02-04,0.0,0.0,0.0
2013-02-11,15.0,57.0,98.0
2013-02-18,0.0,0.0,0.0
2013-02-25,2.0,13.0,24.0
2013-03-04,0.0,5.0,23.0
2013-03-11,0.0,0.0,0.0
2013-03-18,97.0,4.0,4.0
2013-03-25,0.0,0.0,0.0
2013-04-01,45.0,14.0,32.0
2013-04-08,55.0,88.0,17.0
2013-04-15,0.0,41.0,17.0
2013-04-22,274.0,68.0,34.0
2013-04-29,181.0,6.0,1.0
2013-05-06,188.0,81.0,15.0
2013-05-13,2.0,12.0,4.0
2013-05-20,258.0,68.0,14.0
2013-05-27,106.0,25.0,11.0
2013-06-03,144.0,64.0,15.0
2013-06-10,127.0,133.0,65.0
2013-06-17,81.0,113.0,52.0
2013-06-24,1066.0,123.0,55.0
2013-07-01,360.0,151.0,80.0
2013-07-08,157.0,173.0,144.0
2013-07-15,5634.0,404.0,88.0
2013-07-22,2801.0,352.0,64.0
2013-07-29,2985.0,395.0,99.0
2013-08-05,1536.0,299.0,43.0
2013-08-12,870.0,214.0,59.0
2013-08-19,862.0,453.0,123.0
2013-08-26,796.0,321.0,118.0
2013-09-02,1613.0,726.0,128.0
2013-09-09,1930.0,1327.0,81.0
2013-09-16,1891.0,1183.0,140.0
2013-09-23,2367.0,1294.0,79.0
2013-09-30,478.0,902.0,66.0
2013-10-07,168.0,671.0,76.0
2013-10-14,123.0,504.0,116.0
2013-10-21,107.0,592.0,146.0
2013-10-28,132.0,562.0,143.0
2013-11-04,328.0,444.0,55.0
2013-11-11,53.0,263.0,41.0
2013-11-18,492.0,248.0,102.0
2013-11-25,373.0,177.0,133.0
2013-12-02,335.0,107.0,3.0
2013-12-09,277.0,67.0,44.0
2013-12-16,722.0,39.0,5.0
2013-12-23,22.0,12.0,24.0
2013-12-30,305.0,3.0,11.0
2014-01-06,1094.0,57.0,76.0
2014-01-13,225.0,26.0,8.0
2014-01-20,259.0,84.0,12.0
2014-01-27,259.0,0.0,0.0
2014-02-03,152.0,14.0,54.0
2014-02-10,0.0,23.0,0.0
2014-02-17,79.0,17.0,14.0
2014-02-24,169.0,46.0,52.0
2014-03-03,197.0,17.0,29.0
2014-03-10,117.0,11.0,0.0
2014-03-17,60.0,25.0,3.0
2014-03-24,0.0,0.0,0.0
2014-03-31,46.0,76.0,107.0
2014-04-07,42.0,57.0,76.0
2014-04-14,142.0,34.0,22.0
2014-04-21,51.0,141.0,77.0
2014-04-28,15.0,4.0,3.0
2014-05-05,13.0,13.0,23.0
2014-05-12,86.0,35.0,63.0
2014-05-19,72.0,47.0,60.0
2014-05-26,30.0,72.0,19.0
2014-06-02,52.0,27.0,24.0
2014-06-09,53.0,14.0,81.0
2014-06-16,102.0,54.0,59.0
2014-06-23,72.0,137.0,261.0
2014-06-30,322.0,127.0,132.0
2014-07-07,68.0,85.0,71.0
2014-07-14,253.0,137.0,112.0
2014-07-21,289.0,171.0,77.0
2014-07-28,146.0,42.0,53.0
2014-08-04,11.0,34.0,64.0
2014-08-11,273.0,111.0,77.0
