Month start date,case count estimate
2013-12-01,140412.0
2014-01-01,143903.0
2014-02-01,129208.0
2014-03-01,83326.0
2014-04-01,194073.0
2014-05-01,474365.0
2014-06-01,418432.0
2014-07-01,297231.0
2014-08-01,118215.0
2014-09-01,18922.0
2014-10-01,241590.0
2014-11-01,225393.0
2014-12-01,144501.0
