Month start date,case count estimate
2013-12-01,120375.0
2014-01-01,110221.0
2014-02-01,0.0
2014-03-01,0.0
2014-04-01,0.0
2014-05-01,0.0
2014-06-01,0.0
2014-07-01,424280.0
2014-08-01,214698.0
2014-09-01,121201.0
2014-10-01,0.0
2014-11-01,172272.0
2014-12-01,156252.0
