Tuple,count
"('congress', ('India', u'Kerala'), '2013-05-06')",1
"('stagnant', ('India', u'Maharashtra'), '2013-06-10')",1
"('sweet', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('wedding', ('India', u'Uttar Pradesh'), '2013-06-03')",1
"('wife', ('India', u'Karnataka'), '2013-06-10')",1
"('food', ('India', u'Goa'), '2013-06-24')",2
"('surrounding', ('India', u'Uttar Pradesh'), '2013-07-01')",1
"('algebra', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('infectious', ('India', u'Uttaranchal'), '2013-06-24')",1
"('knock', ('India', u'Punjab'), '2013-04-08')",1
"('borne', ('India', u'Delhi'), '2013-07-01')",1
"('vhse', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('water', ('India', u'Karnataka'), '2013-06-03')",1
"('superintendent', ('India', u'Maharashtra'), '2013-07-01')",1
"('powered', ('India', u'Karnataka'), '2013-04-22')",1
"('sabarmati', ('India', u'Maharashtra'), '2013-02-11')",1
"('personality', ('India', u'Maharashtra'), '2013-02-11')",1
"('early', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('time', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('unemployed', ('India', u'Maharashtra'), '2013-07-01')",1
"('liquor', ('India', u'Punjab'), '2013-04-08')",1
"('fatwa', ('India', u'Karnataka'), '2013-06-17')",1
"('born', ('India', u'Karnataka'), '2013-06-17')",1
"('result', ('India', u'Haryana'), '2013-05-06')",1
"('wherever', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('report', ('India', u'Karnataka'), '2013-05-20')",1
"('curb', ('India', u'Karnataka'), '2013-06-10')",1
"('bds', ('India', u'Karnataka'), '2013-06-17')",1
"('intellectual', ('India', u'Gujarat'), '2013-06-10')",1
"('aware', ('India', u'West Bengal'), '2013-05-06')",1
"('usually', ('India', u'Uttar Pradesh'), '2013-07-01')",1
"('patient', ('India', u'Punjab'), '2013-06-17')",1
"('visit', ('India', u'Punjab'), '2013-06-10')",1
"('collegium', ('India', u'Karnataka'), '2013-07-01')",1
"('ltd', ('India', u'Karnataka'), '2013-06-10')",2
"('breed', ('India', u'Chandigarh'), '2013-06-03')",1
"('slanderous', ('India', u'Delhi'), '2013-06-24')",1
"('hinduja', ('India', u'Madhya Pradesh'), '2013-07-01')",1
"('health', ('India', u'Delhi'), '2013-07-01')",1
"('shoot', ('India', u'Karnataka'), '2013-06-17')",2
"('fixing', ('India', u'Karnataka'), '2013-06-10')",1
"('pune', ('India', u'Madhya Pradesh'), '2013-07-01')",1
"('cut', ('India', u'Karnataka'), '2013-07-01')",1
"('lokayuktha', ('India', u'Maharashtra'), '2013-02-11')",1
"('shastri', ('India', u'Karnataka'), '2013-06-03')",1
"('outpatient', ('India', u'Kerala'), '2013-06-10')",1
"('lift', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('three', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('silver', ('India', u'Maharashtra'), '2013-07-01')",1
"('fall', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('disease', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('death', ('India', u'Karnataka'), '2013-06-03')",2
"('significantly', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('anti', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('jahan', ('India', u'Punjab'), '2013-07-01')",1
"('possible', ('India', u'Kerala'), '2013-06-03')",2
"('privacy', ('India', u'Maharashtra'), '2013-06-10')",1
"('circulate', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('madan', ('India', u'Punjab'), '2013-01-21')",1
"('chow', ('India', u'Maharashtra'), '2013-02-11')",1
"('say', ('India', u'Kerala'), '2013-06-10')",2
"('caribbean', ('India', u'Karnataka'), '2013-06-17')",1
"('city', ('India', u'Kerala'), '2013-06-03')",2
"('city', ('India', u'Karnataka'), '2013-06-24')",1
"('regularly', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('see', ('India', u'Maharashtra'), '2013-07-01')",1
"('identify', ('India', u'Karnataka'), '2013-05-20')",1
"('bath', ('India', u'Chandigarh'), '2013-06-03')",1
"('primary', ('India', u'Karnataka'), '2013-05-20')",1
"('ask', ('India', u'Karnataka'), '2013-06-10')",2
"('severe', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('risk', ('India', u'Uttaranchal'), '2013-06-24')",1
"('class', ('India', u'West Bengal'), '2013-06-24')",1
"('department', ('India', u'Kerala'), '2013-05-06')",1
"('source', ('India', u'Karnataka'), '2013-05-27')",1
"('fill', ('India', u'Goa'), '2013-06-24')",1
"('russia', ('India', u'Uttar Pradesh'), '2013-06-03')",1
"('stadium', ('India', u'Karnataka'), '2013-07-01')",1
"('serotypes', ('India', u'Kerala'), '2013-06-17')",1
"('yet', ('India', u'Karnataka'), '2013-04-22')",1
"('mysore', ('India', u'Karnataka'), '2013-05-20')",3
"('deceased', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('delhi', ('India', u'Maharashtra'), '2013-06-10')",1
"('bilaspur', ('India', u'Chhattisgarh'), '2013-07-01')",1
"('unwell', ('India', u'Goa'), '2013-06-24')",1
"('process', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('private', ('India', u'Kerala'), '2013-05-27')",1
"('veluse', ('India', u'Goa'), '2013-04-01')",1
"('cbi', ('India', 'Kerala'), '2013-05-13')",1
"('make', ('India', u'West Bengal'), '2013-01-21')",1
"('program', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('compare', ('India', u'Tamil Nadu'), '2013-06-17')",1
"('space', ('India', u'Karnataka'), '2013-04-22')",1
"('diplomatic', ('India', u'Kerala'), '2013-05-06')",1
"('article', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('hand', ('India', u'Karnataka'), '2013-06-10')",1
"('result', ('India', u'Maharashtra'), '2013-07-01')",1
"('respect', ('India', u'Maharashtra'), '2013-02-11')",1
"('planning', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('crore', ('India', u'Uttaranchal'), '2013-06-24')",1
"('preventable', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('saint', ('India', u'Karnataka'), '2013-06-17')",1
"('mutation', ('India', u'Kerala'), '2013-06-03')",1
"('ashas', ('India', u'Orissa'), '2013-04-22')",1
"('pick', ('India', u'Kerala'), '2013-05-06')",1
"('system', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('muslim', ('India', u'Karnataka'), '2013-04-22')",1
"('attack', ('India', u'Delhi'), '2013-06-24')",1
"('government', ('India', u'Punjab'), '2013-01-21')",1
"('europe', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('breed', ('India', u'Karnataka'), '2013-06-10')",1
"('thanjavur', ('India', u'Maharashtra'), '2013-02-11')",1
"('find', ('India', u'Uttaranchal'), '2013-06-24')",2
"('fever', ('India', u'Maharashtra'), '2013-01-21')",1
"('pure', ('India', u'Goa'), '2013-06-24')",1
"('disorder', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('antigen', ('India', u'Kerala'), '2013-05-13')",1
"('aka', ('India', u'Punjab'), '2013-01-21')",1
"('taluka', ('India', u'Maharashtra'), '2013-07-01')",1
"('medical', ('India', u'Karnataka'), '2013-06-10')",2
"('hit', ('India', u'Chhattisgarh'), '2013-07-01')",1
"('chauffeur', ('India', u'Karnataka'), '2013-06-10')",1
"('construction', ('India', u'Uttaranchal'), '2013-06-24')",1
"('envisage', ('India', u'Maharashtra'), '2013-05-20')",1
"('owe', ('India', u'Punjab'), '2013-04-08')",1
"('various', ('India', u'Maharashtra'), '2013-04-15')",2
"('travel', ('India', u'Karnataka'), '2013-04-22')",1
"('guard', ('India', u'Karnataka'), '2013-06-10')",1
"('govt', ('India', u'Karnataka'), '2013-07-01')",1
"('malini', ('India', u'Maharashtra'), '2013-04-15')",1
"('engineer', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('tamil', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('reported', ('India', u'West Bengal'), '2013-01-21')",1
"('july', ('India', u'Punjab'), '2013-07-01')",1
"('home', ('India', u'Haryana'), '2013-05-06')",1
"('radar', ('India', u'Karnataka'), '2013-06-17')",1
"('surpass', ('India', u'Karnataka'), '2013-04-22')",1
"('treatment', ('India', u'Kerala'), '2013-06-10')",2
"('department', ('India', u'Karnataka'), '2013-05-20')",2
"('york', ('India', u'Madhya Pradesh'), '2013-05-06')",1
"('inevitable', ('India', u'Maharashtra'), '2013-06-17')",1
"('manoj', ('India', u'Karnataka'), '2013-04-22')",1
"('hyper', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('along', ('India', u'Karnataka'), '2013-06-10')",1
"('write', ('India', u'Kerala'), '2013-06-17')",2
"('combine', ('India', u'Madhya Pradesh'), '2013-07-01')",1
"('incidence', ('India', u'Rajasthan'), '2013-04-22')",1
"('circulation', ('India', u'Maharashtra'), '2013-02-11')",1
"('awareness', ('India', u'Punjab'), '2013-06-17')",1
"('travel', ('India', u'Uttar Pradesh'), '2013-06-03')",1
"('difference', ('India', u'Karnataka'), '2013-06-17')",1
"('plant', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('electric', ('India', u'Karnataka'), '2013-06-17')",1
"('overall', ('India', u'Maharashtra'), '2013-02-11')",1
"('sajith', ('India', u'Kerala'), '2013-05-13')",1
"('population', ('India', u'Rajasthan'), '2013-04-22')",1
"('various', ('India', u'Kerala'), '2013-06-10')",1
"('return', ('India', u'Karnataka'), '2013-06-17')",1
"('submit', ('India', u'Karnataka'), '2013-06-17')",2
"('call', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('bring', ('India', u'Kerala'), '2013-06-03')",2
"('resident', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('continue', ('India', u'Delhi'), '2013-05-20')",1
"('woman', ('India', u'Karnataka'), '2013-06-17')",3
"('head', ('India', u'Goa'), '2013-06-24')",1
"('console', ('India', u'Karnataka'), '2013-05-20')",1
"('monsoon', ('India', u'Maharashtra'), '2013-07-01')",2
"('project', ('India', u'Maharashtra'), '2013-05-20')",1
"('sister', ('India', u'Delhi'), '2013-06-24')",1
"('please', ('India', u'Maharashtra'), '2013-02-11')",1
"('qadir', ('India', u'Karnataka'), '2013-06-10')",1
"('change', ('India', u'Rajasthan'), '2013-04-22')",1
"('session', ('India', u'Karnataka'), '2013-06-17')",1
"('body', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('subsequently', ('India', u'Karnataka'), '2013-06-17')",1
"('singh', ('India', u'Punjab'), '2013-04-08')",1
"('occupational', ('India', u'Orissa'), '2013-04-22')",1
"('convey', ('India', u'Karnataka'), '2013-06-10')",1
"('point', ('India', u'West Bengal'), '2013-01-21')",1
"('view', ('India', u'Maharashtra'), '2013-05-20')",1
"('developer', ('India', u'Karnataka'), '2013-06-17')",1
"('company', ('India', u'Karnataka'), '2013-04-22')",1
"('interest', ('India', u'Maharashtra'), '2013-07-01')",2
"('increase', ('India', u'Goa'), '2013-04-01')",1
"('work', ('India', u'Karnataka'), '2013-05-20')",1
"('vettori', ('India', u'Karnataka'), '2013-06-17')",1
"('akhilesh', ('India', u'Karnataka'), '2013-06-10')",1
"('able', ('India', u'Kerala'), '2013-05-06')",1
"('royapuram', ('India', u'Tamil Nadu'), '2013-06-17')",1
"('bennett', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('surveillance', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('cleansing', ('India', u'Karnataka'), '2013-05-20')",1
"('taste', ('India', u'Goa'), '2013-06-24')",1
"('spread', ('India', u'Karnataka'), '2013-06-17')",1
"('receive', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('comment', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('juncture', ('India', u'Kerala'), '2013-05-27')",1
"('season', ('India', u'Karnataka'), '2013-06-24')",1
"('considerably', ('India', u'Karnataka'), '2013-04-22')",1
"('disease', ('India', u'Uttaranchal'), '2013-06-24')",2
"('nuapada', ('India', u'Orissa'), '2013-04-22')",1
"('precaution', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('ekta', ('India', u'Haryana'), '2013-05-06')",1
"('sweltering', ('India', u'Delhi'), '2013-05-20')",1
"('fied', ('India', u'Karnataka'), '2013-04-22')",1
"('pick', ('India', u'Orissa'), '2013-04-22')",1
"('domestic', ('India', u'Karnataka'), '2013-06-24')",1
"('week', ('India', u'Karnataka'), '2013-05-27')",1
"('rise', ('India', u'Maharashtra'), '2013-07-01')",1
"('bucket', ('India', u'Maharashtra'), '2013-02-11')",1
"('couple', ('India', u'Uttaranchal'), '2013-06-24')",1
"('download', ('India', u'Maharashtra'), '2013-04-15')",1
"('suspect', ('India', u'Karnataka'), '2013-06-03')",1
"('hand', ('India', u'Punjab'), '2013-04-08')",1
"('moderate', ('India', u'Kerala'), '2013-06-03')",2
"('affair', ('India', u'West Bengal'), '2013-05-06')",1
"('student', ('India', u'Orissa'), '2013-06-24')",2
"('request', ('India', u'Karnataka'), '2013-06-10')",1
"('calamity', ('India', u'Karnataka'), '2013-06-17')",1
"('due', ('India', u'Maharashtra'), '2013-01-21')",1
"('tough', ('India', u'Karnataka'), '2013-07-01')",1
"('anti', ('India', u'West Bengal'), '2013-05-06')",1
"('due', ('India', u'Punjab'), '2013-01-21')",1
"('cent', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('well', ('India', u'Kerala'), '2013-06-03')",1
"('indian', ('India', u'Maharashtra'), '2013-06-10')",1
"('group', ('India', u'Chandigarh'), '2013-06-17')",1
"('fall', ('India', u'Uttar Pradesh'), '2013-07-01')",1
"('flu', ('India', u'Chandigarh'), '2013-06-03')",1
"('spell', ('India', u'Karnataka'), '2013-07-01')",1
"('dip', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('testing', ('India', u'Punjab'), '2013-01-21')",1
"('micrornas', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('inspect', ('India', u'Karnataka'), '2013-06-10')",1
"('aspirant', ('India', u'Karnataka'), '2013-06-24')",1
"('site', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('like', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('recover', ('India', u'Karnataka'), '2013-06-03')",2
"('govt', ('India', u'Punjab'), '2013-07-01')",1
"('threat', ('India', u'Maharashtra'), '2013-04-15')",1
"('stock', ('India', u'Karnataka'), '2013-07-01')",1
"('hepatitis', ('India', u'Kerala'), '2013-06-10')",2
"('copyright', ('India', u'Karnataka'), '2013-06-03')",1
"('sponge', ('India', u'Chandigarh'), '2013-06-03')",1
"('anopheles', ('India', u'Tamil Nadu'), '2013-06-17')",1
"('follow', ('India', u'Orissa'), '2013-06-24')",1
"('dough', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('job', ('India', u'Kerala'), '2013-05-06')",1
"('bill', ('India', u'Karnataka'), '2013-07-01')",1
"('control', ('India', u'Karnataka'), '2013-06-10')",3
"('reveal', ('India', u'Chhattisgarh'), '2013-07-01')",1
"('prevention', ('India', u'Punjab'), '2013-06-10')",1
"('contract', ('India', u'Maharashtra'), '2013-02-11')",1
"('super', ('India', 'Kerala'), '2013-05-13')",1
"('gunman', ('India', u'Karnataka'), '2013-06-17')",1
"('pep', ('India', u'Karnataka'), '2013-04-22')",1
"('human', ('India', u'Punjab'), '2013-06-17')",1
"('pace', ('India', u'Karnataka'), '2013-07-01')",1
"('elimination', ('India', u'Maharashtra'), '2013-07-01')",1
"('west', ('India', u'Karnataka'), '2013-06-10')",1
"('mira', ('India', u'Maharashtra'), '2013-07-01')",1
"('point', ('India', u'Karnataka'), '2013-06-24')",1
"('prepare', ('India', u'Kerala'), '2013-06-03')",1
"('city', ('India', u'Haryana'), '2013-05-06')",1
"('stakhovsky', ('India', u'Karnataka'), '2013-06-24')",1
"('anonymous', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('hence', ('India', u'Karnataka'), '2013-05-20')",1
"('holding', ('India', u'Karnataka'), '2013-04-22')",1
"('rarely', ('India', u'Kerala'), '2013-05-06')",1
"('bjp', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('book', ('India', u'Karnataka'), '2013-06-24')",1
"('sunrisers', ('India', 'Kerala'), '2013-05-13')",1
"('vector', ('India', u'Karnataka'), '2013-05-27')",2
"('stomach', ('India', u'Delhi'), '2013-06-24')",1
"('move', ('India', u'Delhi'), '2013-06-24')",1
"('venezuela', ('India', u'Karnataka'), '2013-06-17')",1
"('bhubaneswar', ('India', u'Orissa'), '2013-04-22')",1
"('book', ('India', u'Delhi'), '2013-05-20')",1
"('pattern', ('India', u'Kerala'), '2013-06-03')",1
"('potential', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('jose', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('tomb', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('number', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('goal', ('India', u'Maharashtra'), '2013-02-11')",1
"('bag', ('India', u'Karnataka'), '2013-04-22')",1
"('garbage', ('India', u'Kerala'), '2013-06-03')",2
"('assistant', ('India', u'Maharashtra'), '2013-07-01')",1
"('course', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('self', ('India', u'Kerala'), '2013-05-06')",1
"('lack', ('India', u'Karnataka'), '2013-06-17')",1
"('pension', ('India', u'Karnataka'), '2013-06-17')",1
"('throw', ('India', u'Karnataka'), '2013-06-17')",1
"('please', ('India', u'Kerala'), '2013-06-03')",2
"('ayan', ('India', u'Delhi'), '2013-06-24')",1
"('form', ('India', u'Kerala'), '2013-06-03')",1
"('anchor', ('India', u'Gujarat'), '2013-06-10')",1
"('benefit', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('healthday', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('officer', ('India', u'Haryana'), '2013-05-06')",1
"('hello', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('medium', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('inboxer', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('design', ('India', u'Karnataka'), '2013-06-10')",1
"('ganesh', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('lantern', ('India', u'Uttaranchal'), '2013-06-24')",1
"('office', ('India', u'Karnataka'), '2013-05-20')",1
"('independent', ('India', u'Karnataka'), '2013-06-17')",1
"('inside', ('India', u'Kerala'), '2013-05-13')",1
"('rite', ('India', u'Uttaranchal'), '2013-06-24')",1
"('control', ('India', u'Karnataka'), '2013-04-22')",1
"('buy', ('India', u'Karnataka'), '2013-06-17')",1
"('buoy', ('India', u'Karnataka'), '2013-06-24')",1
"('health', ('India', u'Orissa'), '2013-04-22')",1
"('raichur', ('India', u'Karnataka'), '2013-06-03')",1
"('wedding', ('India', u'Karnataka'), '2013-06-17')",1
"('shilpa', ('India', u'Karnataka'), '2013-06-10')",1
"('trouble', ('India', u'Maharashtra'), '2013-06-10')",1
"('russian', ('India', u'Karnataka'), '2013-06-17')",1
"('campus', ('India', u'Karnataka'), '2013-06-17')",1
"('site', ('India', u'Kerala'), '2013-05-13')",2
"('wadala', ('India', u'Haryana'), '2013-05-06')",1
"('region', ('India', u'Kerala'), '2013-06-10')",1
"('love', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('salt', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('though', ('India', u'Karnataka'), '2013-06-10')",2
"('musician', ('India', u'Karnataka'), '2013-04-22')",1
"('expert', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('complain', ('India', u'Bihar'), '2013-05-20')",1
"('trend', ('India', u'Rajasthan'), '2013-04-22')",1
"('source', ('India', u'Maharashtra'), '2013-02-11')",1
"('upto', ('India', u'Uttaranchal'), '2013-06-24')",1
"('email', ('India', u'Uttar Pradesh'), '2013-07-01')",1
"('far', ('India', u'Maharashtra'), '2013-07-01')",1
"('last', ('India', u'Chandigarh'), '2013-06-17')",1
"('porter', ('India', u'Uttaranchal'), '2013-06-24')",1
"('india', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('nation', ('India', 'Kerala'), '2013-05-13')",1
"('abbreviated', ('India', u'Karnataka'), '2013-06-10')",1
"('update', ('India', u'Maharashtra'), '2013-05-20')",1
"('xxxxxx', ('India', u'Karnataka'), '2013-06-10')",3
"('create', ('India', u'Punjab'), '2013-06-10')",1
"('period', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('january', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('health', ('India', u'Tamil Nadu'), '2013-04-01')",1
"('archive', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('update', ('India', u'Karnataka'), '2013-07-01')",1
"('head', ('India', u'Karnataka'), '2013-05-27')",1
"('reliance', ('India', u'Kerala'), '2013-05-06')",1
"('eschar', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('utility', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('lesser', ('India', u'Uttaranchal'), '2013-06-24')",1
"('site', ('India', u'Gujarat'), '2013-06-24')",1
"('chickenpox', ('India', u'Kerala'), '2013-06-03')",1
"('mahanagara', ('India', u'Karnataka'), '2013-05-27')",1
"('population', ('India', u'Kerala'), '2013-06-17')",1
"('bring', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('worry', ('India', u'Maharashtra'), '2013-04-15')",1
"('productivity', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('keenly', ('India', u'Kerala'), '2013-05-27')",1
"('canteen', ('India', u'Punjab'), '2013-04-08')",1
"('common', ('India', u'Delhi'), '2013-07-01')",1
"('limit', ('India', u'Uttaranchal'), '2013-06-24')",1
"('require', ('India', u'Goa'), '2013-06-24')",1
"('several', ('India', u'Kerala'), '2013-05-06')",1
"('see', ('India', u'Madhya Pradesh'), '2013-07-01')",1
"('use', ('India', u'Punjab'), '2013-06-10')",1
"('vomiting', ('India', u'Maharashtra'), '2013-07-01')",1
"('mosquito', ('India', u'Karnataka'), '2013-06-17')",3
"('job', ('India', u'Delhi'), '2013-05-20')",1
"('africa', ('India', u'Delhi'), '2013-07-01')",1
"('together', ('India', u'Maharashtra'), '2013-07-01')",1
"('corporation', ('India', u'Kerala'), '2013-05-06')",1
"('delete', ('India', u'Maharashtra'), '2013-07-01')",2
"('manpower', ('India', u'Maharashtra'), '2013-02-11')",1
"('fact', ('India', u'Maharashtra'), '2013-02-11')",1
"('home', ('India', u'Maharashtra'), '2013-04-15')",1
"('forward', ('India', u'Karnataka'), '2013-06-17')",2
"('state', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('next', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('infectious', ('India', u'Kerala'), '2013-05-13')",1
"('collector', ('India', u'Kerala'), '2013-05-06')",1
"('shifting', ('India', u'Uttaranchal'), '2013-06-24')",1
"('order', ('India', u'Maharashtra'), '2013-05-20')",1
"('field', ('India', u'Kerala'), '2013-06-10')",1
"('libellous', ('India', u'Chandigarh'), '2013-06-17')",1
"('nepal', ('India', u'Karnataka'), '2013-06-17')",1
"('employ', ('India', u'Kerala'), '2013-05-06')",1
"('kozhikode', ('India', u'Kerala'), '2013-06-03')",3
"('oil', ('India', u'Karnataka'), '2013-06-17')",1
"('shankarwar', ('India', u'Maharashtra'), '2013-04-15')",1
"('munde', ('India', u'Karnataka'), '2013-07-01')",1
"('srinagar', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('committee', ('India', u'Kerala'), '2013-06-17')",1
"('groom', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('basic', ('India', u'Orissa'), '2013-04-22')",1
"('aggressive', ('India', u'Kerala'), '2013-06-17')",1
"('seem', ('India', u'Maharashtra'), '2013-02-11')",1
"('require', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('census', ('India', u'Karnataka'), '2013-04-22')",1
"('nizamabad', ('India', u'Uttar Pradesh'), '2013-05-20')",2
"('gangatia', ('India', u'Uttar Pradesh'), '2013-05-20')",2
"('natural', ('India', u'Karnataka'), '2013-06-10')",1
"('prof', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('atomic', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('rasgulla', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('infringing', ('India', u'Punjab'), '2013-07-01')",1
"('unchange', ('India', u'Karnataka'), '2013-06-17')",1
"('consequence', ('India', u'Karnataka'), '2013-06-17')",1
"('rahul', ('India', u'Karnataka'), '2013-04-22')",1
"('whether', ('India', u'Maharashtra'), '2013-02-11')",1
"('national', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('call', ('India', u'Karnataka'), '2013-06-10')",1
"('visit', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('case', ('India', u'Karnataka'), '2013-05-20')",1
"('record', ('India', u'Kerala'), '2013-06-17')",1
"('fogging', ('India', u'Punjab'), '2013-06-10')",1
"('year', ('India', u'Karnataka'), '2013-05-27')",1
"('reason', ('India', u'West Bengal'), '2013-01-21')",1
"('connect', ('India', u'Maharashtra'), '2013-02-11')",1
"('take', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('universal', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('gowda', ('India', u'Karnataka'), '2013-04-22')",1
"('championship', ('India', u'Karnataka'), '2013-07-01')",1
"('nadu', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('challenge', ('India', u'Karnataka'), '2013-06-24')",1
"('photo', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('corporation', ('India', u'Karnataka'), '2013-05-20')",1
"('allergic', ('India', u'Karnataka'), '2013-06-10')",1
"('liter', ('India', u'Karnataka'), '2013-06-24')",1
"('feedback', ('India', u'Himachal Pradesh'), '2013-06-24')",1
"('rush', ('India', u'Punjab'), '2013-04-08')",1
"('cbi', ('India', u'Maharashtra'), '2013-02-11')",1
"('district', ('India', u'Karnataka'), '2013-06-24')",1
"('warrior', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('late', ('India', u'Karnataka'), '2013-05-27')",1
"('urine', ('India', u'Tamil Nadu'), '2013-04-01')",1
"('village', ('India', u'Karnataka'), '2013-06-10')",2
"('schedule', ('India', u'Punjab'), '2013-07-01')",1
"('threat', ('India', u'Karnataka'), '2013-06-24')",1
"('principal', ('India', u'Punjab'), '2013-01-21')",1
"('immune', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('thing', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('delay', ('India', u'Madhya Pradesh'), '2013-07-01')",1
"('food', ('India', u'Madhya Pradesh'), '2013-06-03')",1
"('risk', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('centers', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('week', ('India', u'Tamil Nadu'), '2013-06-17')",1
"('private', ('India', u'Punjab'), '2013-01-21')",1
"('mull', ('India', u'Karnataka'), '2013-04-22')",1
"('mci', ('India', u'Karnataka'), '2013-06-17')",1
"('thursday', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('guesthouse', ('India', u'Karnataka'), '2013-06-10')",1
"('facebook', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('ask', ('India', u'Delhi'), '2013-06-24')",1
"('times', ('India', u'Tamil Nadu'), '2013-04-01')",1
"('fact', ('India', u'West Bengal'), '2013-01-21')",1
"('call', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('ndma', ('India', u'Karnataka'), '2013-06-17')",1
"('working', ('India', u'Karnataka'), '2013-04-22')",1
"('sensitize', ('India', u'Orissa'), '2013-06-24')",1
"('three', ('India', u'Andhra Pradesh'), '2013-06-24')",1
"('maintenance', ('India', u'Maharashtra'), '2013-07-01')",1
"('begin', ('India', u'Punjab'), '2013-07-01')",1
"('avoid', ('India', u'Maharashtra'), '2013-07-01')",1
