Tuple,count
"('west', ('India', u'Kerala'), '2013-06-10')",1
"('cmj', ('India', 'Kerala'), '2013-05-13')",1
"('child', ('India', u'Karnataka'), '2013-06-10')",4
"('true', ('India', u'Maharashtra'), '2013-05-20')",1
"('campaign', ('India', u'Karnataka'), '2013-05-20')",1
"('form', ('India', u'Haryana'), '2013-05-06')",1
"('authentic', ('India', u'Karnataka'), '2013-06-10')",1
"('danny', ('India', u'Maharashtra'), '2013-04-15')",1
"('meghalaya', ('India', u'Kerala'), '2013-05-06')",1
"('reprint', ('India', u'West Bengal'), '2013-05-06')",1
"('read', ('India', u'Punjab'), '2013-01-21')",1
"('affiliate', ('India', 'Kerala'), '2013-05-13')",1
"('spark', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('focus', ('India', u'Kerala'), '2013-06-03')",1
"('knot', ('India', u'Punjab'), '2013-04-08')",1
"('require', ('India', u'Punjab'), '2013-04-08')",1
"('born', ('India', u'Punjab'), '2013-04-08')",1
"('new', ('India', u'Maharashtra'), '2013-04-15')",1
"('bangalore', ('India', u'West Bengal'), '2013-01-21')",1
"('almost', ('India', u'Karnataka'), '2013-05-27')",1
"('daughter', ('India', u'Delhi'), '2013-05-20')",1
"('high', ('India', u'Maharashtra'), '2013-04-15')",1
"('zonal', ('India', u'Maharashtra'), '2013-05-20')",1
"('construction', ('India', u'Karnataka'), '2013-05-27')",1
"('develop', ('India', u'Maharashtra'), '2013-01-21')",1
"('three', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('clear', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('kick', ('India', u'Kerala'), '2013-06-10')",1
"('borne', ('India', u'Kerala'), '2013-06-10')",1
"('right', ('India', u'Goa'), '2013-01-21')",1
"('product', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('bjp', ('India', u'Kerala'), '2013-06-03')",1
"('zoom', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('thursday', ('India', u'Tamil Nadu'), '2013-04-22')",2
"('continue', ('India', u'Karnataka'), '2013-05-27')",1
"('well', ('India', u'Delhi'), '2013-05-20')",1
"('photo', ('India', u'Maharashtra'), '2013-01-21')",1
"('right', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('worker', ('India', u'Goa'), '2013-01-21')",1
"('sharekhaan', ('India', u'Goa'), '2013-01-21')",1
"('thamizh', ('India', 'Kerala'), '2013-05-13')",1
"('medical', ('India', u'Goa'), '2013-04-01')",1
"('admit', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('functioning', ('India', u'Karnataka'), '2013-06-10')",1
"('community', ('India', u'Madhya Pradesh'), '2013-06-03')",1
"('tide', ('India', u'Karnataka'), '2013-05-20')",1
"('impact', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('home', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('srirangappa', ('India', u'Karnataka'), '2013-06-10')",1
"('kill', ('India', u'Punjab'), '2013-04-08')",1
"('line', ('India', u'Gujarat'), '2013-06-10')",1
"('need', ('India', u'Punjab'), '2013-04-08')",1
"('number', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('clean', ('India', u'Kerala'), '2013-05-13')",1
"('preterm', ('India', u'Karnataka'), '2013-06-10')",1
"('hindustan', ('India', u'Punjab'), '2013-06-10')",1
"('breed', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('family', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('monitor', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('business', ('India', u'Karnataka'), '2013-06-10')",1
"('respond', ('India', u'Rajasthan'), '2013-04-22')",1
"('program', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('case', ('India', u'Kerala'), '2013-06-03')",6
"('forest', ('India', u'West Bengal'), '2013-01-21')",1
"('disrupt', ('India', u'West Bengal'), '2013-05-06')",1
"('cent', ('India', u'Karnataka'), '2013-06-10')",1
"('capable', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('cause', ('India', u'Karnataka'), '2013-05-20')",1
"('fever', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('originally', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('treat', ('India', u'Maharashtra'), '2013-01-21')",1
"('krishnamurthy', ('India', u'Karnataka'), '2013-05-27')",1
"('illegal', ('India', u'Gujarat'), '2013-06-10')",1
"('create', ('India', u'Karnataka'), '2013-05-27')",2
"('strength', ('India', u'Kerala'), '2013-06-10')",1
"('force', ('India', u'Punjab'), '2013-04-08')",1
"('besides', ('India', u'Maharashtra'), '2013-05-20')",1
"('lab', ('India', u'Karnataka'), '2013-06-10')",2
"('fluctuating', ('India', u'Maharashtra'), '2013-02-11')",1
"('benefit', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('provide', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('website', ('India', u'Maharashtra'), '2013-06-10')",1
"('achievement', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('vector', ('India', u'Maharashtra'), '2013-05-20')",1
"('support', ('India', u'Kerala'), '2013-06-10')",1
"('round', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('stagnated', ('India', u'Maharashtra'), '2013-02-11')",1
"('suspected', ('India', u'Karnataka'), '2013-05-20')",1
"('stable', ('India', u'Madhya Pradesh'), '2013-06-03')",1
"('zilla', ('India', u'Karnataka'), '2013-05-27')",1
"('use', ('India', u'Maharashtra'), '2013-06-10')",1
"('india', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('action', ('India', u'Kerala'), '2013-05-13')",1
"('center', ('India', u'Karnataka'), '2013-06-10')",2
"('express', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('cheluvamba', ('India', u'Karnataka'), '2013-05-27')",1
"('activity', ('India', u'Rajasthan'), '2013-04-22')",1
"('near', ('India', u'Kerala'), '2013-05-13')",1
"('ipl', ('India', 'Kerala'), '2013-05-13')",1
"('csk', ('India', u'Karnataka'), '2013-04-22')",1
"('district', ('India', u'Tamil Nadu'), '2013-04-01')",1
"('undergo', ('India', u'Goa'), '2013-05-27')",1
"('address', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('chamarajnagar', ('India', u'Karnataka'), '2013-06-10')",1
"('school', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('sanjay', ('India', u'Haryana'), '2013-05-06')",1
"('ramanagar', ('India', u'Karnataka'), '2013-05-27')",1
"('uttar', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('arabian', ('India', u'Kerala'), '2013-05-27')",1
"('reserve', ('India', u'Kerala'), '2013-05-13')",2
"('anti', ('India', u'Punjab'), '2013-06-10')",1
"('woman', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('one', ('India', u'Karnataka'), '2013-06-03')",1
"('municipal', ('India', u'Kerala'), '2013-06-03')",1
"('play', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('besides', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('syndication', ('India', u'West Bengal'), '2013-05-06')",1
"('measure', ('India', u'Kerala'), '2013-06-03')",2
"('make', ('India', u'Karnataka'), '2013-04-22')",1
"('send', ('India', u'Karnataka'), '2013-06-03')",1
"('state', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('standard', ('India', u'Karnataka'), '2013-06-10')",1
"('order', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('real', ('India', u'Maharashtra'), '2013-02-11')",1
"('share', ('India', u'West Bengal'), '2013-05-06')",1
"('impart', ('India', u'Karnataka'), '2013-05-27')",1
"('steven', ('India', u'Karnataka'), '2013-06-10')",1
"('illness', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('transfer', ('India', u'Kerala'), '2013-05-06')",1
"('clinician', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('official', ('India', u'Karnataka'), '2013-06-10')",3
"('play', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('prevent', ('India', u'Maharashtra'), '2013-02-11')",1
"('decrease', ('India', u'Goa'), '2013-04-01')",1
"('register', ('India', u'Haryana'), '2013-05-06')",1
"('district', ('India', u'West Bengal'), '2013-06-03')",1
"('department', ('India', u'Kerala'), '2013-06-10')",1
"('next', ('India', u'Maharashtra'), '2013-06-10')",1
"('tamil', ('India', u'Karnataka'), '2013-06-10')",1
"('marriage', ('India', u'Uttar Pradesh'), '2013-06-03')",1
"('borne', ('India', u'Goa'), '2013-04-01')",1
"('ward', ('India', u'Karnataka'), '2013-05-20')",1
"('comment', ('India', u'Karnataka'), '2013-06-10')",2
"('every', ('India', u'Madhya Pradesh'), '2013-05-06')",1
"('hospital', ('India', u'Karnataka'), '2013-05-20')",3
"('dither', ('India', u'Kerala'), '2013-05-06')",1
"('thursday', ('India', u'Maharashtra'), '2013-04-15')",1
"('happen', ('India', u'Goa'), '2013-04-01')",1
"('bullet', ('India', u'Karnataka'), '2013-06-10')",1
"('disease', ('India', u'Maharashtra'), '2013-02-11')",1
"('comprehensive', ('India', 'Kerala'), '2013-05-13')",1
"('doctor', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('reprint', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('lal', ('India', u'Punjab'), '2013-04-08')",1
"('classify', ('India', u'Kerala'), '2013-06-03')",1
"('less', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('establish', ('India', u'Madhya Pradesh'), '2013-05-06')",1
"('including', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('department', ('India', u'Punjab'), '2013-06-10')",1
"('instruction', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('kind', ('India', u'Kerala'), '2013-06-03')",1
"('editorial', ('India', 'Kerala'), '2013-05-13')",1
"('victim', ('India', u'Punjab'), '2013-04-08')",1
"('team', ('India', u'Karnataka'), '2013-06-03')",1
"('vomit', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('wadala', ('India', u'Karnataka'), '2013-04-22')",1
"('amberpet', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('nachiketa', ('India', u'Delhi'), '2013-05-20')",1
"('undertake', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('time', ('India', u'Chandigarh'), '2013-06-03')",1
"('give', ('India', u'Kerala'), '2013-06-03')",1
"('tackle', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('within', ('India', u'Delhi'), '2013-05-20')",1
"('compare', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('upa', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('metro', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('sex', ('India', 'Kerala'), '2013-05-13')",1
"('type', ('India', u'Kerala'), '2013-06-10')",1
"('good', ('India', u'Haryana'), '2013-05-06')",1
"('mumbai', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('health', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('due', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('doctor', ('India', u'Maharashtra'), '2013-02-11')",2
"('sikh', ('India', u'Punjab'), '2013-01-21')",1
"('soon', ('India', u'Kerala'), '2013-06-03')",1
"('illegal', ('India', u'Haryana'), '2013-05-06')",1
"('doctor', ('India', u'Karnataka'), '2013-04-22')",1
"('jayaram', ('India', u'Karnataka'), '2013-06-10')",1
"('director', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('flowing', ('India', u'Maharashtra'), '2013-02-11')",1
"('fall', ('India', u'Gujarat'), '2013-06-10')",1
"('late', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('announce', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('case', ('India', u'Haryana'), '2013-05-06')",1
"('cause', ('India', u'Chandigarh'), '2013-06-03')",1
"('experience', ('India', u'Maharashtra'), '2013-02-11')",1
"('salem', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('return', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('asha', ('India', u'Haryana'), '2013-05-06')",1
"('site', ('India', u'West Bengal'), '2013-01-21')",1
"('camp', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('instruction', ('India', u'Haryana'), '2013-05-06')",1
"('previous', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('surgeon', ('India', u'Karnataka'), '2013-06-03')",1
"('pardeshi', ('India', u'Maharashtra'), '2013-04-15')",1
"('whether', ('India', u'Karnataka'), '2013-05-20')",1
"('ensure', ('India', u'Haryana'), '2013-05-06')",1
"('doubt', ('India', u'West Bengal'), '2013-01-21')",1
"('chance', ('India', u'Karnataka'), '2013-04-22')",1
"('aaradhya', ('India', u'Uttar Pradesh'), '2013-06-03')",1
"('permission', ('India', u'Karnataka'), '2013-06-10')",1
"('special', ('India', u'Karnataka'), '2013-05-27')",3
"('ardent', ('India', u'Kerala'), '2013-05-06')",1
"('blackmailer', ('India', u'Karnataka'), '2013-04-22')",1
"('half', ('India', u'Madhya Pradesh'), '2013-05-06')",1
"('outbreak', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('device', ('India', u'Goa'), '2013-05-27')",1
"('minister', ('India', u'Karnataka'), '2013-05-20')",2
"('pakistan', ('India', u'Gujarat'), '2013-06-10')",1
"('fully', ('India', u'Kerala'), '2013-05-13')",1
"('part', ('India', u'Karnataka'), '2013-05-20')",1
"('harrowing', ('India', u'Delhi'), '2013-05-20')",1
"('spielberg', ('India', u'Karnataka'), '2013-06-10')",1
"('contrary', ('India', u'Karnataka'), '2013-06-10')",1
"('learn', ('India', u'Karnataka'), '2013-04-22')",1
"('falling', ('India', u'Delhi'), '2013-05-20')",1
"('billboard', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('contribute', ('India', u'Orissa'), '2013-04-22')",1
"('year', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('mumbai', ('India', u'Maharashtra'), '2013-02-11')",2
"('corporation', ('India', u'Haryana'), '2013-05-06')",1
"('ishaqzaade', ('India', u'Uttar Pradesh'), '2013-06-03')",1
"('jharia', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('national', ('India', u'Maharashtra'), '2013-01-21')",1
"('since', ('India', u'Maharashtra'), '2013-06-10')",1
"('state', ('India', u'Karnataka'), '2013-06-10')",2
"('breed', ('India', u'Karnataka'), '2013-04-22')",1
"('food', ('India', u'Bihar'), '2013-05-20')",1
"('interrogation', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('bad', ('India', u'Kerala'), '2013-06-03')",1
"('former', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('disease', ('India', u'Karnataka'), '2013-04-22')",1
"('association', ('India', u'Kerala'), '2013-06-03')",1
"('around', ('India', u'Karnataka'), '2013-05-27')",1
"('parkinson', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('zone', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('withdraw', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('susheelamma', ('India', u'Karnataka'), '2013-05-27')",1
"('hindu', ('India', u'Karnataka'), '2013-04-22')",1
"('career', ('India', u'Kerala'), '2013-06-10')",1
"('royal', ('India', 'Kerala'), '2013-05-13')",1
"('find', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('malarial', ('India', u'Karnataka'), '2013-05-27')",1
"('sanjay', ('India', u'Karnataka'), '2013-04-22')",1
"('cause', ('India', u'Uttar Pradesh'), '2013-05-20')",1
"('close', ('India', u'Punjab'), '2013-06-10')",1
"('disease', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('atin', ('India', u'West Bengal'), '2013-05-06')",1
"('dominate', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('adalath', ('India', u'Kerala'), '2013-05-06')",1
"('additional', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('system', ('India', u'Punjab'), '2013-01-21')",1
"('neighbor', ('India', u'Karnataka'), '2013-05-20')",1
"('daredevil', ('India', u'Karnataka'), '2013-04-22')",1
"('nationalturk', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('inside', ('India', u'Maharashtra'), '2013-02-11')",1
"('read', ('India', u'Maharashtra'), '2013-02-11')",1
"('violating', ('India', u'Maharashtra'), '2013-02-11')",1
"('tourism', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('municipal', ('India', u'Maharashtra'), '2013-01-21')",1
"('held', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('reminder', ('India', u'Maharashtra'), '2013-02-11')",1
"('high', ('India', u'Haryana'), '2013-05-06')",1
"('grade', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('might', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('highway', ('India', u'Karnataka'), '2013-06-10')",1
"('permanent', ('India', u'Maharashtra'), '2013-02-11')",1
"('rapist', ('India', u'Orissa'), '2013-04-22')",1
"('syria', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('mla', ('India', u'Karnataka'), '2013-05-20')",1
"('serious', ('India', u'Goa'), '2013-01-21')",1
"('cortex', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('scare', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('state', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('poll', ('India', u'Punjab'), '2013-01-21')",1
"('gather', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('ghosh', ('India', u'West Bengal'), '2013-01-21')",1
"('term', ('India', u'Gujarat'), '2013-06-10')",1
"('foil', ('India', u'Kerala'), '2013-05-06')",1
"('drive', ('India', u'Maharashtra'), '2013-02-11')",2
"('divide', ('India', u'Punjab'), '2013-01-21')",1
"('transmission', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('india', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('highlight', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('every', ('India', u'West Bengal'), '2013-05-06')",1
"('everything', ('India', u'Maharashtra'), '2013-02-11')",1
"('cop', ('India', u'Karnataka'), '2013-06-10')",1
"('india', ('India', u'Maharashtra'), '2013-02-11')",3
"('abductor', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('intensify', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('building', ('India', u'Maharashtra'), '2013-04-15')",1
"('early', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('figure', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('accord', ('India', u'Kerala'), '2013-05-06')",1
"('online', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('expeditiously', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('pay', ('India', u'Maharashtra'), '2013-02-11')",1
"('abusive', ('India', u'Karnataka'), '2013-06-10')",1
"('great', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('somanur', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('publish', ('India', u'Maharashtra'), '2013-02-11')",1
"('nvbdcp', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('actress', ('India', u'Karnataka'), '2013-06-10')",1
"('age', ('India', u'Rajasthan'), '2013-04-22')",1
"('test', ('India', u'Maharashtra'), '2013-01-21')",1
"('sebi', ('India', u'Karnataka'), '2013-06-10')",1
"('asha', ('India', u'Orissa'), '2013-04-22')",1
"('medical', ('India', u'Kerala'), '2013-06-03')",2
"('drive', ('India', u'Punjab'), '2013-06-10')",1
"('infiltration', ('India', u'Kerala'), '2013-05-06')",1
"('reduce', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('witness', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('hospital', ('India', u'Kerala'), '2013-06-03')",5
"('focus', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('kin', ('India', u'Karnataka'), '2013-04-22')",1
"('respite', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('disturbing', ('India', u'Maharashtra'), '2013-02-11')",1
"('cross', ('India', u'Kerala'), '2013-05-06')",1
"('boy', ('India', u'Punjab'), '2013-01-21')",1
"('person', ('India', u'Delhi'), '2013-05-20')",1
"('irk', ('India', u'Karnataka'), '2013-06-03')",1
"('anything', ('India', u'Gujarat'), '2013-06-10')",1
"('south', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('operation', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('wap', ('India', u'Uttar Pradesh'), '2013-04-29')",1
"('taleigao', ('India', u'Goa'), '2013-05-27')",1
"('compare', ('India', u'Maharashtra'), '2013-02-11')",2
"('low', ('India', u'Kerala'), '2013-06-03')",3
"('agra', ('India', u'Karnataka'), '2013-06-10')",1
"('blue', ('India', u'Punjab'), '2013-01-21')",1
"('exam', ('India', u'Karnataka'), '2013-05-27')",1
"('jss', ('India', u'Karnataka'), '2013-06-10')",1
"('asymptomatic', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('channagiri', ('India', u'Karnataka'), '2013-06-03')",1
"('test', ('India', u'Kerala'), '2013-05-13')",1
"('infringing', ('India', u'Haryana'), '2013-05-06')",1
"('visit', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('leader', ('India', u'Maharashtra'), '2013-06-10')",1
"('say', ('India', u'West Bengal'), '2013-06-03')",1
"('ensure', ('India', u'Karnataka'), '2013-05-20')",1
"('bat', ('India', u'Karnataka'), '2013-04-22')",1
"('think', ('India', u'Maharashtra'), '2013-02-11')",1
"('visibility', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('concern', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('apollo', ('India', u'Karnataka'), '2013-05-27')",1
"('dead', ('India', u'Karnataka'), '2013-05-20')",1
"('private', ('India', u'Maharashtra'), '2013-05-20')",1
"('anyone', ('India', u'Maharashtra'), '2013-02-11')",1
"('facebook', ('India', u'Karnataka'), '2013-06-10')",1
"('back', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('however', ('India', u'Chandigarh'), '2013-06-03')",1
"('international', ('India', u'Kerala'), '2013-06-03')",1
"('appear', ('India', u'Kerala'), '2013-05-27')",1
"('many', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('kit', ('India', u'Karnataka'), '2013-05-27')",1
"('panel', ('India', u'Karnataka'), '2013-06-10')",1
"('affect', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('estimated', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('monitor', ('India', u'Karnataka'), '2013-04-22')",1
"('tytler', ('India', u'Gujarat'), '2013-06-10')",1
"('disease', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('feel', ('India', u'Chandigarh'), '2013-06-03')",1
"('rate', ('India', u'Goa'), '2013-01-21')",1
"('rape', ('India', u'Kerala'), '2013-06-10')",1
"('improve', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('mumbaikars', ('India', u'Maharashtra'), '2013-02-11')",1
"('persist', ('India', u'Orissa'), '2013-04-22')",1
"('user', ('India', u'Punjab'), '2013-04-08')",1
"('water', ('India', 'Kerala'), '2013-05-13')",1
"('kapoor', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('whole', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('uncle', ('India', u'Kerala'), '2013-05-06')",1
"('publish', ('India', u'Karnataka'), '2013-06-10')",1
"('zoom', ('India', u'Maharashtra'), '2013-01-21')",1
"('form', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('palakkad', ('India', u'Kerala'), '2013-06-03')",2
"('enough', ('India', u'Karnataka'), '2013-04-22')",1
"('demanding', ('India', u'Bihar'), '2013-05-20')",1
"('sharekhaan', ('India', u'Maharashtra'), '2013-02-11')",1
"('free', ('India', u'Goa'), '2013-01-21')",1
"('complete', ('India', u'Orissa'), '2013-04-22')",1
"('misconception', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('infringing', ('India', u'Gujarat'), '2013-06-10')",1
"('cho', ('India', u'Karnataka'), '2013-05-27')",1
"('along', ('India', u'Orissa'), '2013-04-22')",1
"('constitute', ('India', u'Maharashtra'), '2013-06-10')",1
"('festival', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('department', ('India', u'Punjab'), '2013-01-21')",1
"('latina', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('usually', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('rural', ('India', u'Goa'), '2013-04-01')",1
"('government', ('India', u'Karnataka'), '2013-06-10')",4
"('month', ('India', u'West Bengal'), '2013-05-06')",1
"('proper', ('India', u'Kerala'), '2013-05-06')",1
"('agni', ('India', u'Orissa'), '2013-04-22')",1
"('municipal', ('India', u'Haryana'), '2013-05-06')",1
"('available', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('intense', ('India', u'Karnataka'), '2013-04-22')",1
"('interior', ('India', u'Kerala'), '2013-05-27')",1
"('diarrhea', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('drop', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('locality', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('congress', ('India', u'Kerala'), '2013-05-06')",1
"('stagnant', ('India', u'Maharashtra'), '2013-06-10')",1
"('sweet', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('wedding', ('India', u'Uttar Pradesh'), '2013-06-03')",1
"('wife', ('India', u'Karnataka'), '2013-06-10')",1
"('algebra', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('knock', ('India', u'Punjab'), '2013-04-08')",1
"('vhse', ('India', u'Uttar Pradesh'), '2013-05-06')",1
"('water', ('India', u'Karnataka'), '2013-06-03')",1
"('powered', ('India', u'Karnataka'), '2013-04-22')",1
"('sabarmati', ('India', u'Maharashtra'), '2013-02-11')",1
"('personality', ('India', u'Maharashtra'), '2013-02-11')",1
"('early', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('time', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('liquor', ('India', u'Punjab'), '2013-04-08')",1
"('result', ('India', u'Haryana'), '2013-05-06')",1
"('wherever', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('single', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('curb', ('India', u'Karnataka'), '2013-06-10')",1
"('intellectual', ('India', u'Gujarat'), '2013-06-10')",1
"('visit', ('India', u'Punjab'), '2013-06-10')",1
"('breed', ('India', u'Chandigarh'), '2013-06-03')",1
"('shortage', ('India', u'Andhra Pradesh'), '2013-06-10')",1
"('fixing', ('India', u'Karnataka'), '2013-06-10')",1
"('lokayuktha', ('India', u'Maharashtra'), '2013-02-11')",1
"('shastri', ('India', u'Karnataka'), '2013-06-03')",1
"('fall', ('India', u'Tamil Nadu'), '2013-06-10')",1
"('disease', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('death', ('India', u'Karnataka'), '2013-06-03')",2
"('significantly', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('anti', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('possible', ('India', u'Kerala'), '2013-06-03')",2
"('madan', ('India', u'Punjab'), '2013-01-21')",1
"('chow', ('India', u'Maharashtra'), '2013-02-11')",1
"('say', ('India', u'Kerala'), '2013-06-10')",2
"('development', ('India', u'Karnataka'), '2013-06-10')",1
"('regularly', ('India', u'Tamil Nadu'), '2013-04-22')",1
"('identify', ('India', u'Karnataka'), '2013-05-20')",1
"('bath', ('India', u'Chandigarh'), '2013-06-03')",1
"('primary', ('India', u'Karnataka'), '2013-05-20')",1
"('ask', ('India', u'Karnataka'), '2013-06-10')",2
"('crest', ('India', u'Maharashtra'), '2013-02-11')",1
"('source', ('India', u'Karnataka'), '2013-05-27')",1
"('ram', ('India', u'Uttar Pradesh'), '2013-05-27')",1
"('statement', ('India', u'Punjab'), '2013-04-08')",1
"('mysore', ('India', u'Karnataka'), '2013-05-20')",3
"('deceased', ('India', u'Madhya Pradesh'), '2013-06-10')",1
"('delhi', ('India', u'Maharashtra'), '2013-06-10')",1
"('inspect', ('India', u'Karnataka'), '2013-06-10')",1
"('process', ('India', u'Madhya Pradesh'), '2013-01-14')",1
