Tuple,count
"('bellary', ('India', u'Maharashtra'), '2013-02-11')",1
"('measure', ('India', u'Maharashtra'), '2013-04-15')",1
"('referee', ('India', u'Maharashtra'), '2013-02-11')",1
"('reference', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('november', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('year', ('India', u'Maharashtra'), '2013-01-21')",1
"('breeding', ('India', u'Goa'), '2013-04-01')",1
"('networker', ('India', u'Maharashtra'), '2013-02-11')",1
"('waste', ('India', u'Maharashtra'), '2013-02-11')",1
"('senior', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('multiplication', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('mother', ('India', u'Maharashtra'), '2013-02-11')",1
"('quite', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('away', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('however', ('India', u'Maharashtra'), '2013-02-11')",2
"('scrap', ('India', u'Maharashtra'), '2013-02-11')",1
"('amitabh', ('India', u'Maharashtra'), '2013-04-15')",1
"('neglect', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('malaria', ('India', u'Goa'), '2013-01-21')",1
"('long', ('India', u'Maharashtra'), '2013-02-11')",1
"('ministry', ('India', u'West Bengal'), '2013-01-21')",1
"('body', ('India', u'Maharashtra'), '2013-02-11')",1
"('spray', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('group', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('world', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('review', ('India', u'Maharashtra'), '2013-01-21')",1
"('message', ('India', u'Maharashtra'), '2013-04-15')",1
"('send', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('petition', ('India', u'Punjab'), '2013-04-08')",1
"('flyer', ('India', u'Goa'), '2013-01-21')",1
"('antigen', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('attitude', ('India', u'Punjab'), '2013-04-08')",1
"('indian', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('symptom', ('India', u'Maharashtra'), '2013-01-21')",1
"('proper', ('India', u'Maharashtra'), '2013-02-11')",1
"('mohali', ('India', u'Punjab'), '2013-01-21')",1
"('roughly', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('appear', ('India', u'Maharashtra'), '2013-01-21')",1
"('central', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('malaria', ('India', u'Punjab'), '2013-01-21')",1
"('manav', ('India', u'Maharashtra'), '2013-02-11')",1
"('found', ('India', u'Maharashtra'), '2013-02-11')",1
"('fabric', ('India', u'Punjab'), '2013-04-08')",1
"('reported', ('India', u'Maharashtra'), '2013-02-11')",1
"('medicine', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('haq', ('India', u'Punjab'), '2013-04-08')",1
"('open', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('plan', ('India', u'Punjab'), '2013-04-08')",1
"('indian', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('medical', ('India', u'Maharashtra'), '2013-02-11')",1
"('kill', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('health', ('India', u'Maharashtra'), '2013-02-11')",2
"('letter', ('India', u'Maharashtra'), '2013-02-11')",2
"('alert', ('India', u'Maharashtra'), '2013-02-11')",1
"('renew', ('India', u'Goa'), '2013-01-21')",1
"('hindustan', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('post', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('strain', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('year', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('supected', ('India', u'Tamil Nadu'), '2013-04-01')",1
"('gap', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('expert', ('India', u'Maharashtra'), '2013-02-11')",1
"('virus', ('India', u'Maharashtra'), '2013-02-11')",1
"('known', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('judge', ('India', u'Maharashtra'), '2013-02-11')",1
"('eco', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('know', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('peak', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('burden', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('count', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('force', ('India', u'Maharashtra'), '2013-01-21')",1
"('far', ('India', u'Maharashtra'), '2013-04-15')",1
"('lawyer', ('India', u'Punjab'), '2013-04-08')",1
"('minor', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('zutshi', ('India', u'Punjab'), '2013-01-21')",1
"('shalini', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('good', ('India', u'Maharashtra'), '2013-04-15')",1
"('increase', ('India', u'Maharashtra'), '2013-04-15')",1
"('explain', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('western', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('psychological', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('record', ('India', u'Punjab'), '2013-01-21')",1
"('run', ('India', u'West Bengal'), '2013-01-21')",1
"('ago', ('India', u'Maharashtra'), '2013-01-21')",1
"('filmmaker', ('India', u'Maharashtra'), '2013-04-15')",1
"('play', ('India', u'Maharashtra'), '2013-02-11')",1
"('mosquito', ('India', u'West Bengal'), '2013-01-21')",1
"('ganguly', ('India', u'Maharashtra'), '2013-02-11')",1
"('spokesperson', ('India', u'Punjab'), '2013-04-08')",1
"('require', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('glaring', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('meaning', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('course', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('caution', ('India', u'Goa'), '2013-01-21')",1
"('today', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('index', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('totally', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('illness', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('hyper', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('data', ('India', u'West Bengal'), '2013-01-21')",1
"('traditional', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('park', ('India', u'Maharashtra'), '2013-02-11')",1
"('wise', ('India', u'West Bengal'), '2013-01-21')",1
"('checklist', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('implication', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('thudiyalur', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('halt', ('India', u'Goa'), '2013-01-21')",1
"('relationship', ('India', u'Punjab'), '2013-01-21')",1
"('surprise', ('India', u'Punjab'), '2013-01-21')",1
"('visit', ('India', u'Punjab'), '2013-04-08')",1
"('dramatist', ('India', u'Maharashtra'), '2013-02-11')",1
"('mining', ('India', u'Goa'), '2013-01-21')",1
"('grade', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('belt', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('incidence', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('affect', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('indicate', ('India', u'West Bengal'), '2013-01-21')",1
"('decide', ('India', u'Maharashtra'), '2013-02-11')",1
"('overseas', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('observe', ('India', u'Maharashtra'), '2013-04-15')",1
"('show', ('India', u'Maharashtra'), '2013-02-11')",2
"('long', ('India', u'Maharashtra'), '2013-04-15')",1
"('editor', ('India', u'Maharashtra'), '2013-02-11')",1
"('district', ('India', u'Maharashtra'), '2013-02-11')",1
"('whereas', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('strain', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('burn', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('disease', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('capital', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('advise', ('India', u'Goa'), '2013-01-21')",1
"('unfortunate', ('India', u'Maharashtra'), '2013-02-11')",1
"('search', ('India', u'Maharashtra'), '2013-02-11')",1
"('breed', ('India', u'Maharashtra'), '2013-02-11')",2
"('haji', ('India', u'Maharashtra'), '2013-02-11')",1
"('thursday', ('India', u'Punjab'), '2013-04-08')",1
"('sri', ('India', u'Punjab'), '2013-04-08')",1
"('dvt', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('much', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('integrated', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('revolt', ('India', u'Maharashtra'), '2013-01-21')",1
"('among', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('times', ('India', u'Goa'), '2013-04-01')",1
"('participate', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('provide', ('India', u'Punjab'), '2013-01-21')",1
"('one', ('India', u'Maharashtra'), '2013-02-11')",1
"('hippocampal', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('several', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('death', ('India', u'West Bengal'), '2013-01-21')",1
"('back', ('India', u'Tamil Nadu'), '2013-04-01')",1
"('service', ('India', u'Punjab'), '2013-01-21')",1
"('epidemic', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('feb', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('documentary', ('India', u'Maharashtra'), '2013-02-11')",1
"('say', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('growth', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('evidence', ('India', u'West Bengal'), '2013-01-21')",1
"('system', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('lasting', ('India', u'Goa'), '2013-04-01')",1
"('look', ('India', u'Punjab'), '2013-01-21')",1
"('show', ('India', u'Punjab'), '2013-01-21')",1
"('several', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('point', ('India', u'Punjab'), '2013-04-08')",1
"('monday', ('India', u'Punjab'), '2013-01-21')",1
"('measure', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('undertake', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('congress', ('India', u'Punjab'), '2013-04-08')",1
"('conducive', ('India', u'Maharashtra'), '2013-04-15')",1
"('earth', ('India', u'Maharashtra'), '2013-02-11')",1
"('outbreak', ('India', u'Maharashtra'), '2013-04-15')",1
"('drama', ('India', u'Maharashtra'), '2013-02-11')",1
"('wing', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('many', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('country', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('bottle', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('one', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('although', ('India', u'Maharashtra'), '2013-02-11')",1
"('around', ('India', u'Maharashtra'), '2013-04-15')",2
"('survey', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('vomiting', ('India', u'Maharashtra'), '2013-01-21')",1
"('reveal', ('India', u'Punjab'), '2013-01-21')",1
"('place', ('India', u'Punjab'), '2013-01-21')",1
"('mob', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('dengue', ('India', u'Goa'), '2013-04-01')",1
"('moga', ('India', u'Punjab'), '2013-01-21')",1
"('xxxxxx', ('India', u'Punjab'), '2013-04-08')",1
"('half', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('highlight', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('strategy', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('control', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('whopper', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('tall', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('see', ('India', u'Maharashtra'), '2013-04-15')",2
"('centeral', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('temiphos', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('add', ('India', u'Punjab'), '2013-01-21')",1
"('update', ('India', u'Maharashtra'), '2013-04-15')",1
"('tuesday', ('India', u'Maharashtra'), '2013-01-21')",1
"('spraying', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('take', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('thought', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('people', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('advise', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('team', ('India', u'Punjab'), '2013-04-08')",1
"('officiels', ('India', u'Maharashtra'), '2013-02-11')",1
"('choice', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('yash', ('India', u'Maharashtra'), '2013-04-15')",1
"('risk', ('India', u'Goa'), '2013-04-01')",1
"('related', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('viral', ('India', u'Maharashtra'), '2013-02-11')",1
"('report', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('astmh', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('area', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('update', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('big', ('India', u'Maharashtra'), '2013-04-15')",1
"('oncogenesis', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('feverish', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('provide', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('previous', ('India', u'Maharashtra'), '2013-04-15')",1
"('september', ('India', u'West Bengal'), '2013-01-21')",1
"('still', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('follow', ('India', u'Maharashtra'), '2013-04-15')",1
"('public', ('India', u'Maharashtra'), '2013-04-15')",1
"('another', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('demography', ('India', u'West Bengal'), '2013-01-21')",1
"('spread', ('India', u'Maharashtra'), '2013-04-15')",1
"('area', ('India', u'Maharashtra'), '2013-02-11')",1
"('care', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('week', ('India', u'West Bengal'), '2013-01-21')",1
"('platelet', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('kerala', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('late', ('India', u'Punjab'), '2013-04-08')",1
"('malaria', ('India', u'Maharashtra'), '2013-02-11')",3
"('reach', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('case', ('India', u'Goa'), '2013-04-01')",1
"('talab', ('India', u'Punjab'), '2013-04-08')",1
"('abroad', ('India', u'Goa'), '2013-04-01')",1
"('bat', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('people', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('region', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('caution', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('health', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('easily', ('India', u'Maharashtra'), '2013-02-11')",1
"('industrial', ('India', u'Punjab'), '2013-04-08')",1
"('gandhi', ('India', u'Punjab'), '2013-01-21')",1
"('institute', ('India', u'Maharashtra'), '2013-01-21')",1
"('aid', ('India', u'Maharashtra'), '2013-02-11')",1
"('senior', ('India', u'Maharashtra'), '2013-02-11')",2
"('control', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('akalis', ('India', u'Punjab'), '2013-01-21')",1
"('scrub', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('neefed', ('India', u'Maharashtra'), '2013-02-11')",1
"('base', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('take', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('municipal', ('India', u'Maharashtra'), '2013-04-15')",2
"('verma', ('India', u'Goa'), '2013-01-21')",1
"('level', ('India', u'Punjab'), '2013-01-21')",1
"('time', ('India', u'Goa'), '2013-01-21')",1
"('summer', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('completely', ('India', u'Punjab'), '2013-04-08')",1
"('pakistani', ('India', u'Punjab'), '2013-04-08')",1
"('dont', ('India', u'Maharashtra'), '2013-02-11')",1
"('shifting', ('India', u'Goa'), '2013-04-01')",1
"('public', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('group', ('India', u'Maharashtra'), '2013-02-11')",1
"('largely', ('India', u'Maharashtra'), '2013-02-11')",1
"('feared', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('medium', ('India', u'Maharashtra'), '2013-02-11')",1
"('complete', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('update', ('India', u'Maharashtra'), '2013-02-11')",1
"('rumor', ('India', u'Punjab'), '2013-04-08')",1
"('participation', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('every', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('flyway', ('India', u'Goa'), '2013-01-21')",1
"('hadapsar', ('India', u'Maharashtra'), '2013-01-21')",1
"('rat', ('India', u'Tamil Nadu'), '2013-04-01')",1
"('crores', ('India', u'Maharashtra'), '2013-02-11')",1
"('health', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('indicator', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('stay', ('India', u'Punjab'), '2013-01-21')",1
"('another', ('India', u'Maharashtra'), '2013-01-21')",1
"('mittal', ('India', u'Punjab'), '2013-01-21')",1
"('target', ('India', u'West Bengal'), '2013-01-21')",1
"('colleague', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('every', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('jensenius', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('positive', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('primary', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('relieve', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('provide', ('India', u'Maharashtra'), '2013-02-11')",1
"('like', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('drum', ('India', u'Maharashtra'), '2013-02-11')",1
"('conclude', ('India', u'Goa'), '2013-01-21')",1
"('trial', ('India', u'Punjab'), '2013-01-21')",1
"('reason', ('India', u'Maharashtra'), '2013-02-11')",1
"('vector', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('variety', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('captain', ('India', u'Punjab'), '2013-01-21')",1
"('rural', ('India', u'Punjab'), '2013-01-21')",1
"('drydocks', ('India', u'Goa'), '2013-01-21')",1
"('kind', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('mercedes', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('larval', ('India', u'Maharashtra'), '2013-02-11')",1
"('university', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('increase', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('gomare', ('India', u'Maharashtra'), '2013-02-11')",1
"('challenging', ('India', u'Punjab'), '2013-04-08')",1
"('position', ('India', u'Maharashtra'), '2013-02-11')",1
"('vaccination', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('model', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('plan', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('world', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('regulation', ('India', u'West Bengal'), '2013-01-21')",1
"('infectious', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('similar', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('pmc', ('India', u'Maharashtra'), '2013-02-11')",1
"('user', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('help', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('understanding', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('dengzongpa', ('India', u'Maharashtra'), '2013-04-15')",1
"('visitor', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('take', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('data', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('vector', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('death', ('India', u'Maharashtra'), '2013-02-11')",2
"('deny', ('India', u'Maharashtra'), '2013-04-15')",1
"('pratit', ('India', u'Maharashtra'), '2013-02-11')",1
"('learn', ('India', u'Punjab'), '2013-04-08')",1
"('country', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('one', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('duane', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('unconscious', ('India', u'Punjab'), '2013-04-08')",1
"('national', ('India', u'Goa'), '2013-04-01')",1
"('disease', ('India', u'Goa'), '2013-04-01')",1
"('normally', ('India', u'Maharashtra'), '2013-02-11')",1
"('jalandhar', ('India', u'Punjab'), '2013-01-21')",1
"('coil', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('vector', ('India', u'Goa'), '2013-04-01')",1
"('factory', ('India', u'Punjab'), '2013-04-08')",1
"('stress', ('India', u'Goa'), '2013-01-21')",1
"('sheath', ('India', u'Goa'), '2013-04-01')",1
"('launch', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('throughout', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('closely', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('suggest', ('India', u'West Bengal'), '2013-01-21')",1
"('time', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('authority', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('rat', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('round', ('India', u'Maharashtra'), '2013-02-11')",2
"('ask', ('India', u'Maharashtra'), '2013-02-11')",1
"('shift', ('India', u'Maharashtra'), '2013-01-21')",1
"('report', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('clearing', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('lesson', ('India', u'Maharashtra'), '2013-02-11')",1
"('engineering', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('distribute', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('medium', ('India', u'West Bengal'), '2013-01-21')",1
"('ask', ('India', u'Maharashtra'), '2013-04-15')",1
"('vector', ('India', u'West Bengal'), '2013-01-21')",1
"('large', ('India', u'Maharashtra'), '2013-04-15')",1
"('deputy', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('anti', ('India', u'Maharashtra'), '2013-02-11')",1
"('nation', ('India', u'Maharashtra'), '2013-02-11')",1
"('knowledge', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('efficient', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('awareness', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('crest', ('India', u'Goa'), '2013-01-21')",1
"('dengue', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('hygiene', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('uncover', ('India', u'Maharashtra'), '2013-02-11')",1
"('pre', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('compare', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('director', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('chaturvedi', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('record', ('India', u'Maharashtra'), '2013-04-15')",1
"('involve', ('India', u'Maharashtra'), '2013-02-11')",1
"('bangalore', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('local', ('India', u'Goa'), '2013-01-21')",1
"('remark', ('India', u'Punjab'), '2013-01-21')",1
"('urology', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('believe', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('find', ('India', u'Maharashtra'), '2013-01-21')",1
"('annually', ('India', u'Madhya Pradesh'), '2013-04-01')",1
"('mandatory', ('India', u'Punjab'), '2013-04-08')",1
"('recent', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('witness', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('online', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('initiative', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('culture', ('India', u'Punjab'), '2013-01-21')",1
"('good', ('India', u'Maharashtra'), '2013-02-11')",1
"('tagore', ('India', u'Maharashtra'), '2013-02-11')",1
"('arrears', ('India', u'Maharashtra'), '2013-02-11')",1
"('surprise', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('facility', ('India', u'Madhya Pradesh'), '2013-02-25')",2
"('become', ('India', u'Goa'), '2013-04-01')",1
"('book', ('India', u'West Bengal'), '2013-01-21')",1
"('failure', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('late', ('India', u'Maharashtra'), '2013-02-11')",1
"('believe', ('India', u'Maharashtra'), '2013-02-11')",1
"('meditate', ('India', u'Maharashtra'), '2013-02-11')",1
"('neural', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('secretary', ('India', u'Punjab'), '2013-01-21')",1
"('aware', ('India', u'Maharashtra'), '2013-02-11')",1
"('medium', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('death', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('source', ('India', u'Maharashtra'), '2013-04-15')",1
"('counter', ('India', u'Maharashtra'), '2013-02-11')",1
"('onset', ('India', u'Goa'), '2013-04-01')",1
"('connect', ('India', u'Goa'), '2013-01-21')",1
"('well', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('function', ('India', u'Tamil Nadu'), '2013-01-07')",1
"('rao', ('India', u'Chhattisgarh'), '2013-03-18')",1
"('causing', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('phc', ('India', u'Goa'), '2013-01-21')",1
"('travel', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('flock', ('India', u'Punjab'), '2013-01-21')",1
"('still', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('author', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('outbreak', ('India', u'West Bengal'), '2013-01-21')",1
"('pardeshi', ('India', u'Maharashtra'), '2013-02-11')",1
"('contracting', ('India', u'Goa'), '2013-01-21')",1
"('uppuguda', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('team', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('cause', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('cover', ('India', u'Maharashtra'), '2013-04-15')",1
"('disease', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('every', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('response', ('India', u'Maharashtra'), '2013-04-15')",1
"('idsp', ('India', u'Tamil Nadu'), '2013-04-08')",1
"('ishq', ('India', u'Maharashtra'), '2013-02-11')",1
"('interactive', ('India', u'Punjab'), '2013-04-08')",1
"('single', ('India', u'Punjab'), '2013-01-21')",1
"('leaf', ('India', u'Goa'), '2013-04-01')",1
"('find', ('India', u'Madhya Pradesh'), '2013-02-11')",1
"('single', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('galveston', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('issue', ('India', u'Maharashtra'), '2013-02-11')",1
"('majority', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('condemn', ('India', u'Maharashtra'), '2013-02-11')",1
"('together', ('India', u'Madhya Pradesh'), '2013-02-25')",1
"('said', ('India', u'Madhya Pradesh'), '2013-01-14')",1
"('golconda', ('India', u'Andhra Pradesh'), '2013-01-07')",1
"('health', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('bid', ('India', u'Maharashtra'), '2013-02-11')",1
"('emerge', ('India', u'Madhya Pradesh'), '2013-03-04')",1
"('karnataka', ('India', u'Maharashtra'), '2013-02-11')",1
"('welfare', ('India', u'Punjab'), '2013-01-21')",1
"('dispute', ('India', u'West Bengal'), '2013-01-21')",1
"('target', ('India', u'Maharashtra'), '2013-04-15')",1
"('matar', ('India', u'Maharashtra'), '2013-02-11')",1
"('civil', ('India', u'Punjab'), '2013-04-08')",1
"('occur', ('India', u'Madhya Pradesh'), '2013-04-08')",1
"('news', ('India', u'Maharashtra'), '2013-02-11')",2
