Epi week start date,Whooping cough,Rabies,Salmonellosis,E. coli infection
2010-01-03,2.0,4.0,68.0,3.0
2010-01-10,2.0,4.0,322.0,9.0
2010-01-17,50.0,7.0,106.0,28.0
2010-01-24,17.0,49.0,394.0,27.0
2010-01-31,6.0,34.0,192.0,8.0
2010-02-07,8.0,26.0,257.0,8.0
2010-02-14,10.0,36.0,337.0,24.0
2010-02-21,15.0,5.0,590.0,30.0
2010-02-28,8.0,4.0,850.0,33.0
2010-03-07,15.0,6.0,1232.0,31.0
2010-03-14,11.0,21.0,608.0,53.0
2010-03-21,36.0,18.0,272.0,13.0
2010-03-28,29.0,21.0,290.0,8.0
2010-04-04,73.0,21.0,118.0,14.0
2010-04-11,47.0,32.0,143.0,19.0
2010-04-18,103.0,15.0,155.0,45.0
2010-04-25,132.0,35.0,80.0,25.0
2010-05-02,229.0,40.0,774.0,73.0
2010-05-09,346.0,20.0,864.0,94.0
2010-05-16,507.0,6.0,611.0,64.0
2010-05-23,152.0,23.0,562.0,26.0
2010-05-30,309.0,10.0,739.0,76.0
2010-06-06,279.0,14.0,199.0,47.0
2010-06-13,112.0,26.0,821.0,56.0
2010-06-20,397.0,26.0,355.0,86.0
2010-06-27,277.0,17.0,755.0,94.0
2010-07-04,219.0,22.0,382.0,67.0
2010-07-11,288.0,82.0,778.0,96.0
2010-07-18,177.0,26.0,776.0,82.0
2010-07-25,172.0,19.0,1112.0,97.0
2010-08-01,172.0,25.0,929.0,73.0
2010-08-08,225.0,17.0,773.0,53.0
2010-08-15,215.0,30.0,2457.0,117.0
2010-08-22,129.0,17.0,3165.0,112.0
2010-08-29,247.0,29.0,2898.0,139.0
2010-09-05,237.0,5.0,909.0,44.0
2010-09-12,396.0,13.0,834.0,77.0
2010-09-19,296.0,28.0,1165.0,108.0
2010-09-26,262.0,7.0,240.0,52.0
2010-10-03,53.0,8.0,259.0,10.0
2010-10-10,143.0,6.0,43.0,18.0
2010-10-17,55.0,14.0,282.0,16.0
2010-10-24,112.0,0.0,257.0,24.0
2010-10-31,226.0,14.0,135.0,17.0
2010-11-07,210.0,4.0,138.0,18.0
2010-11-14,204.0,15.0,224.0,49.0
2010-11-21,102.0,42.0,137.0,25.0
2010-11-28,73.0,21.0,252.0,24.0
2010-12-05,99.0,37.0,178.0,35.0
2010-12-12,155.0,0.0,125.0,12.0
2010-12-19,146.0,18.0,202.0,49.0
2010-12-26,155.0,8.0,82.0,25.0
2011-01-02,85.0,12.0,112.0,17.0
2011-01-09,87.0,12.0,290.0,29.0
2011-01-16,55.0,12.0,120.0,24.0
2011-01-23,66.0,15.0,204.0,29.0
2011-01-30,76.0,6.0,115.0,14.0
2011-02-06,91.0,35.0,224.0,42.0
2011-02-13,100.0,41.0,87.0,43.0
2011-02-20,59.0,45.0,211.0,46.0
2011-02-27,72.0,20.0,496.0,53.0
2011-03-06,72.0,28.0,727.0,53.0
2011-03-13,20.0,40.0,252.0,40.0
2011-03-20,79.0,71.0,325.0,62.0
2011-03-27,39.0,75.0,645.0,62.0
2011-04-03,29.0,22.0,348.0,29.0
2011-04-10,103.0,51.0,327.0,57.0
2011-04-17,69.0,47.0,603.0,61.0
2011-04-24,66.0,11.0,187.0,11.0
2011-05-01,70.0,8.0,248.0,27.0
2011-05-08,106.0,21.0,640.0,46.0
2011-05-15,112.0,18.0,415.0,41.0
2011-05-22,217.0,27.0,503.0,48.0
2011-05-29,72.0,15.0,1016.0,45.0
2011-06-05,158.0,32.0,1022.0,71.0
2011-06-12,142.0,29.0,401.0,32.0
2011-06-19,240.0,24.0,617.0,60.0
2011-06-26,72.0,26.0,537.0,35.0
2011-07-03,115.0,38.0,512.0,50.0
2011-07-10,135.0,24.0,328.0,42.0
2011-07-17,51.0,39.0,249.0,24.0
2011-07-24,171.0,41.0,439.0,42.0
2011-07-31,168.0,40.0,1322.0,80.0
2011-08-07,142.0,38.0,1104.0,53.0
2011-08-14,141.0,24.0,528.0,35.0
2011-08-21,107.0,18.0,340.0,15.0
2011-08-28,89.0,23.0,486.0,35.0
2011-09-04,113.0,22.0,559.0,31.0
2011-09-11,117.0,22.0,535.0,31.0
2011-09-18,114.0,22.0,818.0,44.0
2011-09-25,114.0,22.0,841.0,38.0
2011-10-02,60.0,24.0,82.0,17.0
2011-10-09,149.0,71.0,149.0,45.0
2011-10-16,161.0,29.0,146.0,39.0
2011-10-23,296.0,97.0,273.0,71.0
2011-10-30,385.0,64.0,327.0,88.0
2011-11-06,156.0,70.0,370.0,56.0
2011-11-13,379.0,30.0,303.0,68.0
2011-11-20,145.0,12.0,121.0,30.0
2011-11-27,269.0,48.0,130.0,36.0
2011-12-04,343.0,36.0,369.0,64.0
2011-12-11,347.0,23.0,261.0,32.0
2011-12-18,206.0,26.0,489.0,52.0
2011-12-25,199.0,38.0,175.0,52.0
2012-01-01,143.0,51.0,170.0,32.0
2012-01-08,189.0,56.0,365.0,65.0
2012-01-15,170.0,40.0,364.0,67.0
2012-01-22,190.0,37.0,315.0,51.0
2012-01-29,117.0,36.0,98.0,26.0
2012-02-05,189.0,38.0,178.0,26.0
2012-02-12,164.0,20.0,33.0,12.0
2012-02-19,165.0,39.0,177.0,23.0
2012-02-26,223.0,96.0,313.0,79.0
2012-03-04,179.0,50.0,65.0,30.0
2012-03-11,117.0,27.0,26.0,12.0
2012-03-18,84.0,20.0,231.0,16.0
2012-03-25,163.0,38.0,204.0,26.0
2012-04-01,119.0,46.0,474.0,26.0
