Epi week start date,Whooping cough,Rabies,Salmonellosis,E. coli infection
2010-01-03,0.000112522557487,0.000775565903259,0.000706244465467,0.000368409587871
2010-01-10,8.2340940019e-05,0.000940280576753,0.00306446862669,0.00129403808707
2010-01-17,0.00160514073044,0.00160257082643,0.00113297074226,0.0026163645145
2010-01-24,0.000576221953128,0.00900786802227,0.0044619347963,0.00335781183274
2010-01-31,0.000181117142641,0.00490715896341,0.00214862919053,0.00161517450516
2010-02-07,0.000164654442204,0.00540473453959,0.00256786904141,0.00122319917132
2010-02-14,0.000386900898103,0.00470126562154,0.00358602296499,0.00338142480466
2010-02-21,0.00026068686142,0.00150991882259,0.00673032184661,0.00346170890918
2010-02-28,0.000348487930417,0.000782429014655,0.00925075190252,0.00367422565644
2010-03-07,0.000595428436972,0.00130402548072,0.0133508178251,0.00389618759248
2010-03-14,0.0002963560457,0.00561062788146,0.00669538519237,0.00544047595594
2010-03-21,0.00105912783261,0.00302323488532,0.00297463151578,0.00184185903558
2010-03-28,0.000729873823874,0.00423800560234,0.00336392566303,0.00118069582186
2010-04-04,0.00284807461343,0.00268351087123,0.00103564720545,0.00258330635381
2010-04-11,0.0014075883252,0.00734013195314,0.00169445268541,0.00252191262683
2010-04-18,0.00320202267283,0.00271782642821,0.0017768033704,0.00434483405893
2010-04-25,0.00426112306761,0.0081945893219,0.000816045378794,0.00347115409795
2010-05-02,0.0066180330135,0.00702442882895,0.00830746223803,0.00934606151124
2010-05-09,0.00975417744675,0.00345904245894,0.00929816593327,0.0110225825174
2010-05-16,0.0146408556931,0.000854491684308,0.00645082861269,0.00858572381547
2010-05-23,0.0047934170484,0.00377131402744,0.00578453670682,0.00386785202617
2010-05-30,0.0101575136075,0.00235751307994,0.00796558212153,0.0094452359933
2010-06-06,0.00853593761441,0.00329775934114,0.00217857489416,0.00590329020554
2010-06-13,0.00321574158986,0.004605182062,0.00862438760149,0.00778288277024
2010-06-20,0.0124129035673,0.00586799455879,0.0035935093909,0.00908159622575
2010-06-27,0.00799266849999,0.00296832999415,0.00742905493142,0.0094452359933
2010-07-04,0.00645614979254,0.00310216066637,0.00399028996405,0.00704615804639
2010-07-11,0.00891732350787,0.0113550521196,0.00761871105444,0.0126802131461
2010-07-18,0.0047056159794,0.00566210121692,0.00832992151575,0.00896825396054
2010-07-25,0.00507053917242,0.00400122825919,0.0122528086919,0.00981832094961
2010-08-01,0.00497999432002,0.00539443987249,0.00999689901808,0.00766009531627
2010-08-08,0.0067963789349,0.0032016757816,0.00877910707027,0.00725395219927
2010-08-15,0.00654120707813,0.00467381317596,0.0270734365157,0.0136294546172
2010-08-22,0.00426386685101,0.00306098199799,0.0348144009052,0.0134972219745
2010-08-29,0.00700216269036,0.0038262189186,0.0314854368511,0.0176578276265
2010-09-05,0.00760305125631,0.000741250346281,0.00937303019236,0.00595051614938
2010-09-12,0.0118586593193,0.00277273131938,0.00908355505722,0.00999777953619
2010-09-19,0.00898866187643,0.00626262346404,0.0126695530675,0.0143000630197
2010-09-26,0.00752622532094,0.00143099304154,0.00251047310945,0.00521851401991
2010-10-03,0.00113869755139,0.00276929976368,0.00268765185595,0.00179935568612
2010-10-10,0.00437087440385,0.00134520414909,0.000631380206381,0.00184658162996
2010-10-17,0.00167099153219,0.00482137007096,0.00260280569565,0.0017474071479
2010-10-24,0.00319653510601,8.23916523041e-05,0.00297463151578,0.00308390135848
2010-10-31,0.00631347305542,0.00131775170351,0.00147485085875,0.00215827285928
2010-11-07,0.00629152278817,0.000576535672787,0.00170443458662,0.00256441597628
2010-11-14,0.00695277458905,0.00300950866252,0.00262526497338,0.00564827010882
2010-11-21,0.00326512969117,0.00735385817594,0.00141495945148,0.00346643150356
2010-11-28,0.0022115168632,0.00634498080078,0.00303202744775,0.00352782523055
2010-12-05,0.00231303684923,0.00720286972523,0.00187412690721,0.00435427924769
