Epi week start date,Whooping cough,Rabies,Salmonellosis,E. coli infection
2010-01-03,0.00016350057965,0.00103520431459,0.00105993650577,0.000499717153272
2010-01-10,0.000119645266893,0.00125506098952,0.00459917539467,0.00175525570014
2010-01-17,0.00233234513779,0.00213906803663,0.00170037020947,0.00354888219567
2010-01-24,0.000837277657455,0.0120234577136,0.00669650214365,0.00455459419495
2010-01-31,0.000263171745006,0.00654994257737,0.00322467732882,0.0021908507062
2010-02-07,0.00023925066532,0.00721409294954,0.00385387535352,0.00165916856645
2010-02-14,0.000562185241073,0.00627512173371,0.0053819276992,0.00458662323951
2010-02-21,0.000378790296818,0.00201539865698,0.0101009128844,0.00469552199102
2010-02-28,0.000506369388474,0.00104436500938,0.0138835914852,0.00498378339209
2010-03-07,0.000865185583755,0.00174057781332,0.0200369983577,0.00528485641098
2010-03-14,0.000430619302803,0.0074889137932,0.0100484797157,0.0073795559254
2010-03-21,0.00153896266156,0.00403533185788,0.00446434724652,0.002498329534
2010-03-28,0.00106054106785,0.00565677483547,0.00504860255517,0.00160151628624
2010-04-04,0.00413838665404,0.00358187746584,0.00155430638231,0.00350404153328
2010-04-11,0.00204529218157,0.00979740887995,0.0025430461354,0.00342076601742
2010-04-18,0.00465268986728,0.00362768093978,0.00266663860454,0.00589340825768
2010-04-25,0.00619161266037,0.0109379153811,0.00122472646461,0.00470833360885
2010-05-02,0.009616313902,0.00937601691967,0.0124678959297,0.0126771598961
2010-05-09,0.0141732795821,0.00461703597696,0.0139547507857,0.0149512220601
2010-05-16,0.021273853402,0.00114055230466,0.00968144753461,0.0116458246612
2010-05-23,0.00696506090353,0.00503384758984,0.00868147210251,0.00524642155751
2010-05-30,0.0147593460344,0.00314674446338,0.0119547999215,0.0128116818833
2010-06-06,0.0124031196853,0.00440175964943,0.00326962004487,0.00800732519884
2010-06-13,0.00467262410035,0.00614687200667,0.0129435396745,0.0105568371461
2010-06-20,0.0180365339513,0.00783243984778,0.00539316337821,0.012318434597
2010-06-27,0.0116137240557,0.00396204629957,0.0111495762589,0.0128116818833
2010-07-04,0.00938108995176,0.00414067984795,0.00598865436587,0.00955753095569
2010-07-11,0.0129572913647,0.0151564153313,0.0114342134605,0.0171996609884
2010-07-18,0.00683748181188,0.00755761900412,0.0125016029667,0.0121646951831
2010-07-25,0.00736773241157,0.00534073086526,0.0183890987692,0.0133177407874
2010-08-01,0.0072361664733,0.00720035190736,0.0150034141602,0.0103902861143
2010-08-08,0.00987545893192,0.00427350992238,0.0131757437075,0.00983938654784
2010-08-15,0.0095046821968,0.00623847895455,0.0406319979874,0.0184872285799
2010-08-22,0.00619559950698,0.00408571567922,0.0522496900862,0.0183078659303
2010-08-29,0.010174472428,0.00510713314815,0.0472535581521,0.0239513835823
2010-09-05,0.0110475918365,0.000989400840649,0.0140671075758,0.00807138328797
2010-09-12,0.0172311909352,0.00370096649809,0.0136326613206,0.0135611615261
2010-09-19,0.0130609493767,0.00835917979813,0.0190145515676,0.0193968534454
2010-09-26,0.0109359601313,0.00191005066691,0.00376773514775,0.00707848290651
2010-10-03,0.00165458121337,0.0036963861507,0.00403364621771,0.00244067725379
2010-10-10,0.00635108652494,0.00179554198205,0.000947579715642,0.00250473534292
2010-10-17,0.00242802945653,0.00643543389251,0.00390630852224,0.00237021335575
2010-10-24,0.00464471617405,0.000109974140938,0.00446434724652,0.00418305727802
2010-10-31,0.00917377392782,0.0017588992029,0.00221346621771,0.00292751873115
2010-11-07,0.0091418791549,0.000769544165721,0.00255802704075,0.00347841829763
2010-11-14,0.0101027091889,0.0040170104683,0.00394001555928,0.00766141151756
2010-11-21,0.0047443873394,0.00981573026952,0.00212358078561,0.00470192779994
2010-11-28,0.00321343823954,0.00846910813559,0.00455048745228,0.0047852033158
2010-12-05,0.00336095156426,0.00961419498417,0.0028127024317,0.00590621987551
2010-12-12,0.00646670507675,0.000279446994528,0.00195879082676,0.0023958365914
2010-12-19,0.00688931081786,0.00451626833428,0.00341568387203,0.00739877335214
2010-12-26,0.00648265246321,0.00144743558008,0.00143820436585,0.00397807139281
2011-01-02,0.00391911009026,0.00401243012091,0.00184643403663,0.00367699837392
2011-01-09,0.00347258326946,0.00171767607635,0.00435948090907,0.00581013274182
2011-01-16,0.00257554278126,0.00342156530704,0.00188388630001,0.00507346471687
2011-01-23,0.00289050366379,0.00370554684549,0.00344939090907,0.00461224647516
2011-01-30,0.0036519913671,0.00288108431451,0.00177901996256,0.00265206894791
2011-02-06,0.00454105816208,0.00889050009587,0.00377522560043,0.00777031026907
2011-02-13,0.00453707131546,0.0108737905176,0.00129588576503,0.00753329533931
2011-02-20,0.0025595953948,0.0117394761751,0.00341193864569,0.00713613518673
2011-02-27,0.00361610974758,0.00614229165927,0.00790621025065,0.00855181895641
2011-03-06,0.00261939809402,0.00984779270128,0.0119136024317,0.00828918079099
2011-03-13,0.00107648845431,0.0107363800958,0.00443813066216,0.0063610323083
2011-03-20,0.00318154346662,0.0170847415843,0.00532949453048,0.0106785475154
2011-03-27,0.00221672658598,0.0210467420804,0.00999230132062,0.0106144894263
2011-04-03,0.00142733095636,0.00818512659714,0.00580888350167,0.00500300081883
2011-04-10,0.0051909141602,0.0113226645623,0.00554671765805,0.00929489279027
2011-04-17,0.00281475357811,0.0119364311131,0.00935935806959,0.0090066313892
2011-04-24,0.00263534548047,0.00310094098944,0.00282019288438,0.00214601004381
2011-05-01,0.00343670164994,0.00391624282563,0.00410480551813,0.00339514278177
2011-05-08,0.00455301870192,0.00511171349555,0.00998106564161,0.00699520739065
